aryal_gene_family,aryal_product,aryal_gene,aryal_module_bin,aryal_consensus_rank_pct_mean,aryal_product_is_informative,n_current_product_matches,current_matching_families,current_candidate_sets,current_modules,any_current_model_supported,any_current_highly_pure,any_current_fox,any_current_proteomics_detected,any_current_proteomics_directional,any_current_three_layer,any_same_gf_id
GF_00865,lactoylglutathione lyase,gloA,Other / unassigned,0.627597313231244,True,1,GF_00112,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01855,MSMEG_0572/Sll0783 family nitrogen starvation response protein,,Other / unassigned,0.6366920534387996,True,1,GF_01246,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01102,30S ribosomal protein S17,rpsQ,Housekeeping / lineage marker,0.6386234174450981,True,2,GF_00141;GF_01456,Model-Supported,Housekeeping / lineage marker,True,False,False,True,False,False,False
GF_02135,hydrogenase nickel incorporation protein HypB,hypB,Other / unassigned,0.6417052818124849,True,2,GF_00561;GF_01840,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_01138,NADH-quinone oxidoreductase subunit NuoK,nuoK,Other / unassigned,0.6472566478109401,True,1,GF_00088,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00509,30S ribosomal protein S16,rpsP,Housekeeping / lineage marker,0.6506050056579764,True,1,GF_02220,Model-Supported,Housekeeping / lineage marker,True,False,False,True,False,False,False
GF_00969,aspartate ammonia-lyase,aspA,Other / unassigned,0.6544249324056237,True,1,GF_00431,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01699,urease accessory protein UreG,ureG,Other / unassigned,0.6594583880187339,True,2,GF_01239;GF_01802,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00829,NUDIX hydrolase,,Other / unassigned,0.6615670959972709,True,3,GF_00471;GF_00736;GF_01598,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_00457,5-(carboxyamino)imidazole ribonucleotide mutase,purE,Other / unassigned,0.6644632279202497,True,1,GF_00185,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01071,type II toxin-antitoxin system Phd/YefM family antitoxin,,Other / unassigned,0.6681715403017445,True,1,GF_00702,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_02513,CobW family GTP-binding protein,,Other / unassigned,0.6713003811924151,True,2,GF_00080;GF_00592,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_01818,transcription termination factor NusA,nusA,Regulation,0.6726315930549364,True,1,GF_01536,Model-Supported,Regulation,True,False,False,False,False,False,False
GF_02107,glycoside hydrolase family 57 protein,,Other / unassigned,0.6735301631376274,True,1,GF_00344,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01510,HU family DNA-binding protein,,Other / unassigned,0.6872310904457708,True,1,GF_01393,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00099,type II toxin-antitoxin system HicB family antitoxin,,Other / unassigned,0.6891516925593809,True,3,GF_00244;GF_00546;GF_02226,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00876,CpeR family transcriptional regulator,,Regulation,0.6914788099017628,True,1,GF_00616,Model-Supported,Regulation,True,False,False,False,False,False,False
GF_01146,cysteine synthase A,,Other / unassigned,0.6945107553378356,True,4,GF_00611;GF_00717;GF_00874;GF_01381,Highly Pure;Model-Supported,Other / unassigned,True,True,False,True,False,False,False
GF_02464,ATP-dependent Clp protease adapter ClpS,clpS,Other / unassigned,0.6983007887705417,True,2,GF_00609;GF_01375,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00392,urease subunit gamma,ureA,Other / unassigned,0.7048603982155961,True,1,GF_00124,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01232,molybdopterin-synthase adenylyltransferase MoeB,moeB,Other / unassigned,0.7085901312389672,True,1,GF_00613,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00439,photosystem II reaction center protein I,,Housekeeping / lineage marker,0.7104220266028722,True,1,GF_01872,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_02332,photosystem II reaction center protein K,,Housekeeping / lineage marker,0.7123633460731541,True,1,GF_00433,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_02379,type I methionyl aminopeptidase,map,Housekeeping / lineage marker,0.7125374997974668,True,2,GF_00424;GF_01388,Highly Pure;Model-Supported,Housekeeping / lineage marker,True,True,False,False,False,False,False
GF_00604,uroporphyrinogen decarboxylase,hemE,Other / unassigned,0.7262740057612969,True,1,GF_01637,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01969,recombination mediator RecR,recR,Other / unassigned,0.7305344757976754,True,1,GF_01693,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00542,CRISPR-associated endonuclease Cas2,cas2,Other / unassigned,0.7306864806172615,True,1,GF_00262,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01909,gas vesicle structural protein GvpA,gvpA,Other / unassigned,0.7311588770707015,True,1,GF_00536,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00663,50S ribosomal protein L24,rplX,Housekeeping / lineage marker,0.736670371224822,True,1,GF_00390,Model-Supported,Housekeeping / lineage marker,True,False,False,True,False,False,False
GF_00606,glutamate synthase large subunit,gltB,Other / unassigned,0.746416175813573,True,1,GF_00395,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00866,glutamate synthase small subunit,gltD,Other / unassigned,0.7477031700329946,True,1,GF_00608,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_02522,50S ribosomal protein L20,rplT,Housekeeping / lineage marker,0.7492068769981635,True,2,GF_01282;GF_01374,Highly Pure;Model-Supported,Housekeeping / lineage marker,True,True,False,True,False,False,False
GF_01932,threonine--tRNA ligase,thrS,Housekeeping / lineage marker,0.7533839645322181,True,1,GF_00404,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_02217,response regulator transcription factor,,Regulation,0.7546538145148804,True,15,GF_00235;GF_00367;GF_00373;GF_00412;GF_00698;GF_00832;GF_00859;GF_00863;GF_00992;GF_01023;GF_01240;GF_01326;GF_01426;GF_01930;GF_02100,Highly Pure;Model-Supported,Regulation,True,True,False,False,False,False,False
GF_01678,photosystem II reaction center protein T,,Housekeeping / lineage marker,0.7611238666020927,True,1,GF_01676,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_00624,50S ribosomal protein L33,rpmG,Housekeeping / lineage marker,0.7669318357132379,True,1,GF_01231,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_00393,50S ribosomal protein L28,rpmB,Housekeeping / lineage marker,0.778490197081501,True,1,GF_00618,Model-Supported,Housekeeping / lineage marker,True,False,False,True,False,False,False
GF_01657,cysteine synthase A,cysK,Other / unassigned,0.7830911564627547,True,4,GF_00611;GF_00717;GF_00874;GF_01381,Highly Pure;Model-Supported,Other / unassigned,True,True,False,True,False,False,False
GF_01672,enoyl-ACP reductase FabI,fabI,Other / unassigned,0.7878426427156217,True,1,GF_01742,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01635,ABC transporter permease,,Transport,0.7888120187366836,True,12,GF_00096;GF_00253;GF_00263;GF_00382;GF_00661;GF_00821;GF_00840;GF_01349;GF_01500;GF_01768;GF_01777;GF_02118,Highly Pure;Model-Supported,Transport,True,True,False,False,False,False,False
GF_01964,class I fructose-bisphosphate aldolase,,Carbon metabolism & NAD(P)H supply,0.8203456426835324,True,1,GF_00732,Model-Supported,Carbon metabolism & NAD(P)H supply,True,False,False,False,False,False,False
GF_00629,response regulator transcription factor,,Regulation,0.8235328989691585,True,15,GF_00235;GF_00367;GF_00373;GF_00412;GF_00698;GF_00832;GF_00859;GF_00863;GF_00992;GF_01023;GF_01240;GF_01326;GF_01426;GF_01930;GF_02100,Highly Pure;Model-Supported,Regulation,True,True,False,False,False,False,False
GF_00861,DNA topoisomerase (ATP-hydrolyzing) subunit B,gyrB,Housekeeping / lineage marker,0.8252452174521518,True,1,GF_02178,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_02412,photosystem II reaction center protein PsbM,psbM,Housekeeping / lineage marker,0.8260023857709315,True,1,GF_01583,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_00108,type I methionyl aminopeptidase,map,Housekeeping / lineage marker,0.8331962415917877,True,2,GF_00424;GF_01388,Highly Pure;Model-Supported,Housekeeping / lineage marker,True,True,False,False,False,False,False
GF_00930,ABC transporter ATP-binding protein,,Transport,0.8347221057269311,True,23,GF_00177;GF_00211;GF_00461;GF_00568;GF_00764;GF_00789;GF_00800;GF_00890;GF_00951;GF_00953;GF_01035;GF_01411;GF_01431;GF_01514;GF_01531;GF_01593;GF_01647;GF_01671;GF_01849;GF_01884;GF_01892;GF_02156;GF_02173,Highly Pure;Model-Supported,Transport,True,True,False,False,False,False,False
GF_00670,30S ribosomal protein S21,rpsU,Housekeeping / lineage marker,0.8383143637649302,True,3,GF_00604;GF_01293;GF_01850,Highly Pure;Model-Supported,Housekeeping / lineage marker,True,True,False,False,False,False,False
GF_01606,Fur family transcriptional regulator,,Regulation,0.8623380728924922,True,3,GF_00276;GF_00299;GF_02091,Highly Pure;Model-Supported,Regulation,True,True,False,False,False,False,False
GF_02403,photosystem II reaction center phosphoprotein PsbH,psbH,Housekeeping / lineage marker,0.9509186336887804,True,1,GF_00432,Model-Supported,Housekeeping / lineage marker,True,False,False,False,False,False,False
GF_00202,DUF3593 domain-containing protein,,Stress / membrane / uncharacterized,0.1803169157628719,False,1,GF_01638,Model-Supported,Stress / membrane / uncharacterized,True,False,False,False,False,False,False
GF_02515,DUF2499 domain-containing protein,,Stress / membrane / uncharacterized,0.1908341685865429,False,1,GF_01428,Model-Supported,Stress / membrane / uncharacterized,True,False,False,False,False,False,False
GF_00646,DUF433 domain-containing protein,,Stress / membrane / uncharacterized,0.2303649175827085,False,7,GF_00175;GF_00982;GF_01332;GF_01409;GF_01619;GF_02122;GF_02216,Model-Supported,Stress / membrane / uncharacterized,True,False,False,False,False,False,False
GF_00788,NifU family protein,,Nitrogenase / nif machinery,0.2328602258692653,False,1,GF_00814,Model-Supported,Nitrogenase / nif machinery,True,False,False,False,False,False,False
GF_02518,potassium channel family protein,,Other / unassigned,0.2487063706876818,False,2,GF_00354;GF_01885,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_00058,hypothetical protein,,Stress / membrane / uncharacterized,0.2557562458484794,False,54,GF_00004;GF_00050;GF_00163;GF_00184;GF_00218;GF_00222;GF_00226;GF_00234;GF_00280;GF_00294;GF_00357;GF_00374;GF_00422;GF_00448;GF_00492;GF_00555;GF_00556;GF_00700;GF_00760;GF_00794;GF_00841;GF_00909;GF_00912;GF_00977;GF_00995;GF_00997;GF_01012;GF_01196;GF_01236;GF_01276;GF_01319;GF_01406;GF_01408;GF_01423;GF_01438;GF_01484;GF_01511;GF_01545;GF_01584;GF_01586;GF_01597;GF_01608;GF_01611;GF_01649;GF_01650;GF_01651;GF_01744;GF_01759;GF_01860;GF_01865;GF_01881;GF_01888;GF_02081;GF_02170,Highly Pure;Model-Supported,Stress / membrane / uncharacterized,True,True,False,False,False,False,False
GF_00389,helix-turn-helix domain-containing protein,,Other / unassigned,0.2979115395730696,False,2,GF_00820;GF_02215,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_00297,DUF1257 domain-containing protein,,Stress / membrane / uncharacterized,0.2998009234133744,False,2,GF_00017;GF_00737,Highly Pure;Model-Supported,Stress / membrane / uncharacterized,True,True,False,True,False,False,False
GF_01735,hypothetical protein,,Stress / membrane / uncharacterized,0.3034794161015869,False,54,GF_00004;GF_00050;GF_00163;GF_00184;GF_00218;GF_00222;GF_00226;GF_00234;GF_00280;GF_00294;GF_00357;GF_00374;GF_00422;GF_00448;GF_00492;GF_00555;GF_00556;GF_00700;GF_00760;GF_00794;GF_00841;GF_00909;GF_00912;GF_00977;GF_00995;GF_00997;GF_01012;GF_01196;GF_01236;GF_01276;GF_01319;GF_01406;GF_01408;GF_01423;GF_01438;GF_01484;GF_01511;GF_01545;GF_01584;GF_01586;GF_01597;GF_01608;GF_01611;GF_01649;GF_01650;GF_01651;GF_01744;GF_01759;GF_01860;GF_01865;GF_01881;GF_01888;GF_02081;GF_02170,Highly Pure;Model-Supported,Stress / membrane / uncharacterized,True,True,False,False,False,False,False
GF_00688,RNA recognition motif domain-containing protein,,Other / unassigned,0.3127923189220411,False,3,GF_00394;GF_00449;GF_01894,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_02466,histone deacetylase family protein,,Other / unassigned,0.3175860746836348,False,1,GF_02159,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00910,hypothetical protein,,Stress / membrane / uncharacterized,0.3283984471202701,False,54,GF_00004;GF_00050;GF_00163;GF_00184;GF_00218;GF_00222;GF_00226;GF_00234;GF_00280;GF_00294;GF_00357;GF_00374;GF_00422;GF_00448;GF_00492;GF_00555;GF_00556;GF_00700;GF_00760;GF_00794;GF_00841;GF_00909;GF_00912;GF_00977;GF_00995;GF_00997;GF_01012;GF_01196;GF_01236;GF_01276;GF_01319;GF_01406;GF_01408;GF_01423;GF_01438;GF_01484;GF_01511;GF_01545;GF_01584;GF_01586;GF_01597;GF_01608;GF_01611;GF_01649;GF_01650;GF_01651;GF_01744;GF_01759;GF_01860;GF_01865;GF_01881;GF_01888;GF_02081;GF_02170,Highly Pure;Model-Supported,Stress / membrane / uncharacterized,True,True,False,False,False,False,False
GF_00139,hypothetical protein,ycf54,Stress / membrane / uncharacterized,0.3371047090308212,False,54,GF_00004;GF_00050;GF_00163;GF_00184;GF_00218;GF_00222;GF_00226;GF_00234;GF_00280;GF_00294;GF_00357;GF_00374;GF_00422;GF_00448;GF_00492;GF_00555;GF_00556;GF_00700;GF_00760;GF_00794;GF_00841;GF_00909;GF_00912;GF_00977;GF_00995;GF_00997;GF_01012;GF_01196;GF_01236;GF_01276;GF_01319;GF_01406;GF_01408;GF_01423;GF_01438;GF_01484;GF_01511;GF_01545;GF_01584;GF_01586;GF_01597;GF_01608;GF_01611;GF_01649;GF_01650;GF_01651;GF_01744;GF_01759;GF_01860;GF_01865;GF_01881;GF_01888;GF_02081;GF_02170,Highly Pure;Model-Supported,Stress / membrane / uncharacterized,True,True,False,False,False,False,False
GF_01630,fasciclin domain-containing protein,,Other / unassigned,0.368724663658436,False,2,GF_01616;GF_02224,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00011,hypothetical protein,,Stress / membrane / uncharacterized,0.371939190703744,False,54,GF_00004;GF_00050;GF_00163;GF_00184;GF_00218;GF_00222;GF_00226;GF_00234;GF_00280;GF_00294;GF_00357;GF_00374;GF_00422;GF_00448;GF_00492;GF_00555;GF_00556;GF_00700;GF_00760;GF_00794;GF_00841;GF_00909;GF_00912;GF_00977;GF_00995;GF_00997;GF_01012;GF_01196;GF_01236;GF_01276;GF_01319;GF_01406;GF_01408;GF_01423;GF_01438;GF_01484;GF_01511;GF_01545;GF_01584;GF_01586;GF_01597;GF_01608;GF_01611;GF_01649;GF_01650;GF_01651;GF_01744;GF_01759;GF_01860;GF_01865;GF_01881;GF_01888;GF_02081;GF_02170,Highly Pure;Model-Supported,Stress / membrane / uncharacterized,True,True,False,False,False,False,False
GF_01902,fasciclin domain-containing protein,,Other / unassigned,0.3739480200246672,False,2,GF_01616;GF_02224,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01016,hypothetical protein,,Stress / membrane / uncharacterized,0.3924320913976324,False,54,GF_00004;GF_00050;GF_00163;GF_00184;GF_00218;GF_00222;GF_00226;GF_00234;GF_00280;GF_00294;GF_00357;GF_00374;GF_00422;GF_00448;GF_00492;GF_00555;GF_00556;GF_00700;GF_00760;GF_00794;GF_00841;GF_00909;GF_00912;GF_00977;GF_00995;GF_00997;GF_01012;GF_01196;GF_01236;GF_01276;GF_01319;GF_01406;GF_01408;GF_01423;GF_01438;GF_01484;GF_01511;GF_01545;GF_01584;GF_01586;GF_01597;GF_01608;GF_01611;GF_01649;GF_01650;GF_01651;GF_01744;GF_01759;GF_01860;GF_01865;GF_01881;GF_01888;GF_02081;GF_02170,Highly Pure;Model-Supported,Stress / membrane / uncharacterized,True,True,False,False,False,False,False
GF_00877,hypothetical protein,,Stress / membrane / uncharacterized,0.4028747308252044,False,54,GF_00004;GF_00050;GF_00163;GF_00184;GF_00218;GF_00222;GF_00226;GF_00234;GF_00280;GF_00294;GF_00357;GF_00374;GF_00422;GF_00448;GF_00492;GF_00555;GF_00556;GF_00700;GF_00760;GF_00794;GF_00841;GF_00909;GF_00912;GF_00977;GF_00995;GF_00997;GF_01012;GF_01196;GF_01236;GF_01276;GF_01319;GF_01406;GF_01408;GF_01423;GF_01438;GF_01484;GF_01511;GF_01545;GF_01584;GF_01586;GF_01597;GF_01608;GF_01611;GF_01649;GF_01650;GF_01651;GF_01744;GF_01759;GF_01860;GF_01865;GF_01881;GF_01888;GF_02081;GF_02170,Highly Pure;Model-Supported,Stress / membrane / uncharacterized,True,True,False,False,False,False,False
GF_01609,hypothetical protein,,Stress / membrane / uncharacterized,0.40772549402166,False,54,GF_00004;GF_00050;GF_00163;GF_00184;GF_00218;GF_00222;GF_00226;GF_00234;GF_00280;GF_00294;GF_00357;GF_00374;GF_00422;GF_00448;GF_00492;GF_00555;GF_00556;GF_00700;GF_00760;GF_00794;GF_00841;GF_00909;GF_00912;GF_00977;GF_00995;GF_00997;GF_01012;GF_01196;GF_01236;GF_01276;GF_01319;GF_01406;GF_01408;GF_01423;GF_01438;GF_01484;GF_01511;GF_01545;GF_01584;GF_01586;GF_01597;GF_01608;GF_01611;GF_01649;GF_01650;GF_01651;GF_01744;GF_01759;GF_01860;GF_01865;GF_01881;GF_01888;GF_02081;GF_02170,Highly Pure;Model-Supported,Stress / membrane / uncharacterized,True,True,False,False,False,False,False
GF_00721,DUF6679 family protein,,Stress / membrane / uncharacterized,0.4167681944652343,False,2,GF_00083;GF_02101,Model-Supported,Stress / membrane / uncharacterized,True,False,False,False,False,False,False
GF_00001,hypothetical protein,,Stress / membrane / uncharacterized,0.421580430843979,False,54,GF_00004;GF_00050;GF_00163;GF_00184;GF_00218;GF_00222;GF_00226;GF_00234;GF_00280;GF_00294;GF_00357;GF_00374;GF_00422;GF_00448;GF_00492;GF_00555;GF_00556;GF_00700;GF_00760;GF_00794;GF_00841;GF_00909;GF_00912;GF_00977;GF_00995;GF_00997;GF_01012;GF_01196;GF_01236;GF_01276;GF_01319;GF_01406;GF_01408;GF_01423;GF_01438;GF_01484;GF_01511;GF_01545;GF_01584;GF_01586;GF_01597;GF_01608;GF_01611;GF_01649;GF_01650;GF_01651;GF_01744;GF_01759;GF_01860;GF_01865;GF_01881;GF_01888;GF_02081;GF_02170,Highly Pure;Model-Supported,Stress / membrane / uncharacterized,True,True,False,False,False,False,False
GF_02206,STAS domain-containing protein,,Other / unassigned,0.4220663175256162,False,1,GF_00437,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00915,ABC-F family ATP-binding cassette domain-containing protein,,Other / unassigned,0.4264032731701196,False,2,GF_00558;GF_00655,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_02435,TIGR02652 family protein,,Other / unassigned,0.4361739675280428,False,3,GF_01480;GF_02139;GF_02168,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_00494,cysteine hydrolase family protein,,Other / unassigned,0.4594795691462996,False,1,GF_01823,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00490,hypothetical protein,,Stress / membrane / uncharacterized,0.4601935274432165,False,54,GF_00004;GF_00050;GF_00163;GF_00184;GF_00218;GF_00222;GF_00226;GF_00234;GF_00280;GF_00294;GF_00357;GF_00374;GF_00422;GF_00448;GF_00492;GF_00555;GF_00556;GF_00700;GF_00760;GF_00794;GF_00841;GF_00909;GF_00912;GF_00977;GF_00995;GF_00997;GF_01012;GF_01196;GF_01236;GF_01276;GF_01319;GF_01406;GF_01408;GF_01423;GF_01438;GF_01484;GF_01511;GF_01545;GF_01584;GF_01586;GF_01597;GF_01608;GF_01611;GF_01649;GF_01650;GF_01651;GF_01744;GF_01759;GF_01860;GF_01865;GF_01881;GF_01888;GF_02081;GF_02170,Highly Pure;Model-Supported,Stress / membrane / uncharacterized,True,True,False,False,False,False,False
GF_00028,hypothetical protein,,Stress / membrane / uncharacterized,0.4628781534976299,False,54,GF_00004;GF_00050;GF_00163;GF_00184;GF_00218;GF_00222;GF_00226;GF_00234;GF_00280;GF_00294;GF_00357;GF_00374;GF_00422;GF_00448;GF_00492;GF_00555;GF_00556;GF_00700;GF_00760;GF_00794;GF_00841;GF_00909;GF_00912;GF_00977;GF_00995;GF_00997;GF_01012;GF_01196;GF_01236;GF_01276;GF_01319;GF_01406;GF_01408;GF_01423;GF_01438;GF_01484;GF_01511;GF_01545;GF_01584;GF_01586;GF_01597;GF_01608;GF_01611;GF_01649;GF_01650;GF_01651;GF_01744;GF_01759;GF_01860;GF_01865;GF_01881;GF_01888;GF_02081;GF_02170,Highly Pure;Model-Supported,Stress / membrane / uncharacterized,True,True,False,False,False,False,False
GF_00294,UPF0175 family protein,,Other / unassigned,0.4795105501965249,False,1,GF_00811,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_02178,Lin0512 family protein,,Other / unassigned,0.5029499253289632,False,1,GF_01328,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00824,NIL domain-containing protein,,Other / unassigned,0.5102901268947356,False,2,GF_00002;GF_02260,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00238,hypothetical protein,,Stress / membrane / uncharacterized,0.5119366514838992,False,54,GF_00004;GF_00050;GF_00163;GF_00184;GF_00218;GF_00222;GF_00226;GF_00234;GF_00280;GF_00294;GF_00357;GF_00374;GF_00422;GF_00448;GF_00492;GF_00555;GF_00556;GF_00700;GF_00760;GF_00794;GF_00841;GF_00909;GF_00912;GF_00977;GF_00995;GF_00997;GF_01012;GF_01196;GF_01236;GF_01276;GF_01319;GF_01406;GF_01408;GF_01423;GF_01438;GF_01484;GF_01511;GF_01545;GF_01584;GF_01586;GF_01597;GF_01608;GF_01611;GF_01649;GF_01650;GF_01651;GF_01744;GF_01759;GF_01860;GF_01865;GF_01881;GF_01888;GF_02081;GF_02170,Highly Pure;Model-Supported,Stress / membrane / uncharacterized,True,True,False,False,False,False,False
GF_00715,RNA recognition motif domain-containing protein,,Other / unassigned,0.5219257371494918,False,3,GF_00394;GF_00449;GF_01894,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_02517,DUF2256 domain-containing protein,,Stress / membrane / uncharacterized,0.5322312266529502,False,1,GF_01836,Model-Supported,Stress / membrane / uncharacterized,True,False,False,False,False,False,False
GF_01222,Dps family protein,,Other / unassigned,0.5339888198366053,False,2,GF_01617;GF_02165,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_00622,DUF3155 domain-containing protein,,Stress / membrane / uncharacterized,0.5555601636776373,False,1,GF_00340,Model-Supported,Stress / membrane / uncharacterized,True,False,False,False,False,False,False
GF_00239,DUF4327 family protein,,Stress / membrane / uncharacterized,0.5644156981523553,False,2,GF_00948;GF_01448,Highly Pure;Model-Supported,Stress / membrane / uncharacterized,True,True,False,False,False,False,False
GF_00689,YciI family protein,,Other / unassigned,0.5692771695641113,False,1,GF_00489,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01905,O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein,,Other / unassigned,0.5883618684124435,False,1,GF_01620,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_02460,small RNA NsiR4-regulated ssr1528 family protein,,Other / unassigned,0.5921024439690213,False,1,GF_00963,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00667,TIGR02652 family protein,,Other / unassigned,0.592173723706371,False,3,GF_01480;GF_02139;GF_02168,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_00136,hypothetical protein,,Stress / membrane / uncharacterized,0.592490937849467,False,54,GF_00004;GF_00050;GF_00163;GF_00184;GF_00218;GF_00222;GF_00226;GF_00234;GF_00280;GF_00294;GF_00357;GF_00374;GF_00422;GF_00448;GF_00492;GF_00555;GF_00556;GF_00700;GF_00760;GF_00794;GF_00841;GF_00909;GF_00912;GF_00977;GF_00995;GF_00997;GF_01012;GF_01196;GF_01236;GF_01276;GF_01319;GF_01406;GF_01408;GF_01423;GF_01438;GF_01484;GF_01511;GF_01545;GF_01584;GF_01586;GF_01597;GF_01608;GF_01611;GF_01649;GF_01650;GF_01651;GF_01744;GF_01759;GF_01860;GF_01865;GF_01881;GF_01888;GF_02081;GF_02170,Highly Pure;Model-Supported,Stress / membrane / uncharacterized,True,True,False,False,False,False,False
GF_02136,sodium:solute symporter family protein,,Other / unassigned,0.6022159794476452,False,1,GF_00170,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00872,TldD/PmbA family protein,,Other / unassigned,0.6187909523828953,False,5,GF_01191;GF_01341;GF_01461;GF_01613;GF_01684,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_02209,RtcB family protein,,Other / unassigned,0.6253303286387469,False,1,GF_01921,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01674,small RNA NsiR4-regulated ssr1528 family protein,,Other / unassigned,0.6301725039372212,False,1,GF_00963,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01087,DUF433 domain-containing protein,,Stress / membrane / uncharacterized,0.6356893879877361,False,7,GF_00175;GF_00982;GF_01332;GF_01409;GF_01619;GF_02122;GF_02216,Model-Supported,Stress / membrane / uncharacterized,True,False,False,False,False,False,False
GF_00661,DUF1825 family protein,,Stress / membrane / uncharacterized,0.6472318858144263,False,1,GF_00756,Model-Supported,Stress / membrane / uncharacterized,True,False,False,False,False,False,False
GF_01201,transketolase C-terminal domain-containing protein,,Other / unassigned,0.6475921091947296,False,1,GF_00018,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_00407,UDP-glucuronic acid decarboxylase family protein,,Other / unassigned,0.6538444698763141,False,1,GF_01329,Model-Supported,Other / unassigned,True,False,False,False,False,False,False
GF_01499,TldD/PmbA family protein,,Other / unassigned,0.6540263489031436,False,5,GF_01191;GF_01341;GF_01461;GF_01613;GF_01684,Highly Pure;Model-Supported,Other / unassigned,True,True,False,False,False,False,False
GF_00666,LON peptidase substrate-binding domain-containing protein,,Transport,0.6549987699764848,False,1,GF_00369,Model-Supported,Transport,True,False,False,False,False,False,False
GF_01858,hypothetical protein,,Stress / membrane / uncharacterized,0.6617083036133468,False,54,GF_00004;GF_00050;GF_00163;GF_00184;GF_00218;GF_00222;GF_00226;GF_00234;GF_00280;GF_00294;GF_00357;GF_00374;GF_00422;GF_00448;GF_00492;GF_00555;GF_00556;GF_00700;GF_00760;GF_00794;GF_00841;GF_00909;GF_00912;GF_00977;GF_00995;GF_00997;GF_01012;GF_01196;GF_01236;GF_01276;GF_01319;GF_01406;GF_01408;GF_01423;GF_01438;GF_01484;GF_01511;GF_01545;GF_01584;GF_01586;GF_01597;GF_01608;GF_01611;GF_01649;GF_01650;GF_01651;GF_01744;GF_01759;GF_01860;GF_01865;GF_01881;GF_01888;GF_02081;GF_02170,Highly Pure;Model-Supported,Stress / membrane / uncharacterized,True,True,False,False,False,False,False
GF_01925,DUF3593 domain-containing protein,,Stress / membrane / uncharacterized,0.6633119157989414,False,1,GF_01638,Model-Supported,Stress / membrane / uncharacterized,True,False,False,False,False,False,False
