gene_family	effect_size_mean	effect_size_median	effect_size_max	n_runs_with_directionality	is_positive_assoc	diazotroph_pct_mean	diazotroph_pct_max	is_pure_any	n_runs_with_purity	is_pure_pos_any	is_pure_neg_any	n_models_with_importance	n_run_model_hits	consensus_rank_pct_mean	consensus_rank_pct_median	best_rank	module_mode	n_runs_with_module	used_in_any_final_set	product	go_ids	locus_tag	n_member_proteins	n_member_genomes	example_proteins	example_genomes	module_bin	fox_status
GF_00217					False	0.9827586206896552	0.9827586206896552	True	1	True	False	0	0						False	heat-inducible transcriptional repressor HrcA		CAL7507_RS15700	58	58	GCF_000316575.1;GCF_047275885.1;GCF_000196515.1;GCF_022063185.1;GCF_049315035.1;GCF_000317695.1;GCF_022376295.1;GCF_008121535.1;GCF_001277295.1;GCF_024584745.1	GCF_000316575.1;GCF_047275885.1;GCF_000196515.1;GCF_022063185.1;GCF_049315035.1;GCF_000317695.1;GCF_022376295.1;GCF_008121535.1;GCF_001277295.1;GCF_024584745.1	Regulation	Novel/uncertain candidate
GF_00239					False	0.9827586206896552	0.9827586206896552	True	1	True	False	0	0						False	3-methyl-2-oxobutanoate hydroxymethyltransferase		NOS7107_RS09175	58	58	GCF_000316625.1;GCF_038096175.1;GCF_001548375.1;GCF_038050375.1;GCF_013393925.1;GCF_000196515.1;GCF_009498015.1;GCF_048568275.1;GCF_009856605.1;GCF_025860405.1	GCF_000316625.1;GCF_038096175.1;GCF_001548375.1;GCF_038050375.1;GCF_013393925.1;GCF_000196515.1;GCF_009498015.1;GCF_048568275.1;GCF_009856605.1;GCF_025860405.1	Other / unassigned	Novel/uncertain candidate
GF_00264					False	0.9827586206896552	0.9827586206896552	True	1	True	False	0	0						False	DNA helicase PcrA		NOS7524_RS04855	58	58	GCF_000316645.1;GCF_043099305.1;GCF_032393985.1;GCF_001548455.1;GCF_043099315.1;GCF_002163975.1;GCF_000317695.1;GCF_019056575.1;GCF_038050375.1;GCF_047275885.1	GCF_000316645.1;GCF_043099305.1;GCF_032393985.1;GCF_001548455.1;GCF_043099315.1;GCF_002163975.1;GCF_000317695.1;GCF_019056575.1;GCF_038050375.1;GCF_047275885.1	Other / unassigned	Novel/uncertain candidate
GF_00544					False	0.9827586206896552	0.9827586206896552	True	1	True	False	0	0						False	peptidylprolyl isomerase		AA650_RS19285	58	58	GCF_001277295.1;GCF_000312705.1;GCF_047275885.1;GCF_024584745.1;GCF_000316575.1;GCF_002813575.1;GCF_029953635.1;GCF_022376295.1;GCF_008121535.1;GCF_022063185.1	GCF_001277295.1;GCF_000312705.1;GCF_047275885.1;GCF_024584745.1;GCF_000316575.1;GCF_002813575.1;GCF_029953635.1;GCF_022376295.1;GCF_008121535.1;GCF_022063185.1	Other / unassigned	Novel/uncertain candidate
GF_00561					False	0.9827586206896552	0.9827586206896552	True	1	True	False	0	0						False	hydrogenase nickel incorporation protein HypB		NOS3756_RS23090	58	58	GCF_001548375.1;GCF_038050375.1;GCF_043099305.1;GCF_002163975.1;GCF_043099315.1;GCF_001548455.1;GCF_032393985.1;GCF_002368395.1;GCF_011769525.1;GCF_025677855.1	GCF_001548375.1;GCF_038050375.1;GCF_043099305.1;GCF_002163975.1;GCF_043099315.1;GCF_001548455.1;GCF_032393985.1;GCF_002368395.1;GCF_011769525.1;GCF_025677855.1	Other / unassigned	Novel/uncertain candidate
GF_00585					False	0.9827586206896552	0.9827586206896552	True	1	True	False	0	0						False	NAD-dependent DNA ligase LigA		FIS3754_RS09395	58	58	GCF_001548455.1;GCF_032393985.1;GCF_043099735.1;GCF_038096175.1;GCF_050235535.1;GCF_025677855.1;GCF_043099725.1;GCF_002896875.1;GCF_009873495.1;GCF_003443655.1	GCF_001548455.1;GCF_032393985.1;GCF_043099735.1;GCF_038096175.1;GCF_050235535.1;GCF_025677855.1;GCF_043099725.1;GCF_002896875.1;GCF_009873495.1;GCF_003443655.1	Other / unassigned	Novel/uncertain candidate
GF_00645					False	0.9827586206896552	0.9827586206896552	True	1	True	False	0	0						False	sodium:calcium exchanger		BZZ01_RS05350	58	58	GCF_002163975.1;GCF_000734895.2;GCF_032393985.1;GCF_001548455.1;GCF_013393945.1;GCF_029953635.1;GCF_001548375.1;GCF_043099315.1;GCF_043099305.1;GCF_000204075.1	GCF_002163975.1;GCF_000734895.2;GCF_032393985.1;GCF_001548455.1;GCF_013393945.1;GCF_029953635.1;GCF_001548375.1;GCF_043099315.1;GCF_043099305.1;GCF_000204075.1	Other / unassigned	Novel/uncertain candidate
GF_00665					False	0.9827586206896552	0.9827586206896552	True	1	True	False	0	0						False	precorrin-4 C(11)-methyltransferase		BZZ01_RS26950	58	58	GCF_002163975.1;GCF_000312705.1;GCF_008121535.1;GCF_001277295.1;GCF_012516395.1;GCF_024584745.1;GCF_019056575.1;GCF_000316665.1;GCF_000317435.1;GCF_009856605.1	GCF_002163975.1;GCF_000312705.1;GCF_008121535.1;GCF_001277295.1;GCF_012516395.1;GCF_024584745.1;GCF_019056575.1;GCF_000316665.1;GCF_000317435.1;GCF_009856605.1	Other / unassigned	Novel/uncertain candidate
GF_00710					False	0.9827586206896552	0.9827586206896552	True	1	True	False	0	0						False	Crp/Fnr family transcriptional regulator		CA733_RS28090	58	58	GCF_002368175.1;GCF_017164015.1;GCF_003054475.1;GCF_022376295.1;GCF_001277295.1;GCF_024584745.1;GCF_019056575.1;GCF_048568275.1;GCF_002163975.1;GCF_038096175.1	GCF_002368175.1;GCF_017164015.1;GCF_003054475.1;GCF_022376295.1;GCF_001277295.1;GCF_024584745.1;GCF_019056575.1;GCF_048568275.1;GCF_002163975.1;GCF_038096175.1	Regulation	Novel/uncertain candidate
GF_00762					False	0.9827586206896552	0.9827586206896552	True	1	True	False	0	0						False	Mur ligase family protein		CDC41_RS41310	58	58	GCF_002368455.1;GCF_019977735.1;GCF_000316665.1;GCF_002368395.1;GCF_000317435.1;GCF_038096175.1;GCF_023734775.1;GCF_009856605.1;GCF_049315035.1;GCF_048568275.1	GCF_002368455.1;GCF_019977735.1;GCF_000316665.1;GCF_002368395.1;GCF_000317435.1;GCF_038096175.1;GCF_023734775.1;GCF_009856605.1;GCF_049315035.1;GCF_048568275.1	Other / unassigned	Novel/uncertain candidate
GF_00861					False	0.9827586206896552	0.9827586206896552	True	1	True	False	0	0						False	3-dehydroquinate synthase		D1367_RS23420	58	58	GCF_003443655.1;GCF_002813575.1;GCF_009372195.1;GCF_001277295.1;GCF_012516395.1;GCF_024584745.1;GCF_021650815.1;GCF_008121535.1;GCF_000196515.1;GCF_049315035.1	GCF_003443655.1;GCF_002813575.1;GCF_009372195.1;GCF_001277295.1;GCF_012516395.1;GCF_024584745.1;GCF_021650815.1;GCF_008121535.1;GCF_000196515.1;GCF_049315035.1	Other / unassigned	Novel/uncertain candidate
GF_00894					False	0.9827586206896552	0.9827586206896552	True	1	True	False	0	0						False	aspartate aminotransferase family protein		BMF77_RS12040	58	58	GCF_008121535.1;GCF_000317695.1;GCF_001277295.1;GCF_000312705.1;GCF_012516395.1;GCF_018139025.1;GCF_021650815.1;GCF_014489415.1;GCF_051201415.1;GCF_003367075.2	GCF_008121535.1;GCF_000317695.1;GCF_001277295.1;GCF_000312705.1;GCF_012516395.1;GCF_018139025.1;GCF_021650815.1;GCF_014489415.1;GCF_051201415.1;GCF_003367075.2	Other / unassigned	Novel/uncertain candidate
GF_00912					False	0.9827586206896552	0.9827586206896552	True	1	True	False	0	0						False	hypothetical protein		D1367_RS13315	58	58	GCF_009372195.1;GCF_002949735.1;GCF_003443655.1;GCF_013393945.1;GCF_003054475.1;GCF_019976755.1;GCF_000204075.1;GCF_022063185.1;GCF_000316645.1;GCF_038096175.1	GCF_009372195.1;GCF_002949735.1;GCF_003443655.1;GCF_013393945.1;GCF_003054475.1;GCF_019976755.1;GCF_000204075.1;GCF_022063185.1;GCF_000316645.1;GCF_038096175.1	Stress / membrane / uncharacterized	Novel/uncertain candidate
GF_00953					False	0.9827586206896552	0.9827586206896552	True	1	True	False	0	0						False	ABC transporter ATP-binding protein		HCG51_RS28925	58	58	GCF_011769525.1;GCF_002368175.1;GCF_025860405.1;GCF_025677855.1;GCF_003367075.2;GCF_038050375.1;GCF_000196515.1;GCF_014489415.1;GCF_012516395.1;GCF_051201415.1	GCF_011769525.1;GCF_002368175.1;GCF_025860405.1;GCF_025677855.1;GCF_003367075.2;GCF_038050375.1;GCF_000196515.1;GCF_014489415.1;GCF_012516395.1;GCF_051201415.1	Transport	Novel/uncertain candidate
GF_00999					False	0.9827586206896552	0.9827586206896552	True	1	True	False	0	0						False	anthranilate synthase component I		FD725_RS08175	58	58	GCF_013393945.1;GCF_023734775.1;GCF_002163975.1;GCF_029953635.1;GCF_000009705.1;GCF_048568235.1;GCF_048568275.1;GCF_009498015.1;GCF_009856605.1;GCF_000204075.1	GCF_013393945.1;GCF_023734775.1;GCF_002163975.1;GCF_029953635.1;GCF_000009705.1;GCF_048568235.1;GCF_048568275.1;GCF_009498015.1;GCF_009856605.1;GCF_000204075.1	Other / unassigned	Novel/uncertain candidate
GF_01252					False	0.9827586206896552	0.9827586206896552	True	1	True	False	0	0						False	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase		JYQ62_RS22285	58	58	GCF_017164015.1;GCF_000316625.1;GCF_038096175.1;GCF_049315035.1;GCF_022063185.1;GCF_000317695.1;GCF_001548375.1;GCF_003054475.1;GCF_022376295.1;GCF_000009705.1	GCF_017164015.1;GCF_000316625.1;GCF_038096175.1;GCF_049315035.1;GCF_022063185.1;GCF_000317695.1;GCF_001548375.1;GCF_003054475.1;GCF_022376295.1;GCF_000009705.1	Other / unassigned	Novel/uncertain candidate
GF_01322					False	0.9827586206896552	0.9827586206896552	True	1	True	False	0	0						False	DUF5895 domain-containing protein		B6N60_RS13285	58	58	GCF_019056575.1;GCF_013393945.1;GCF_000009705.1;GCF_002896875.1;GCF_048568235.1;GCF_019976755.1;GCF_050235535.1;GCF_022063185.1;GCF_013393905.1;GCF_009873495.1	GCF_019056575.1;GCF_013393945.1;GCF_000009705.1;GCF_002896875.1;GCF_048568235.1;GCF_019976755.1;GCF_050235535.1;GCF_022063185.1;GCF_013393905.1;GCF_009873495.1	Stress / membrane / uncharacterized	Novel/uncertain candidate
GF_01364					False	0.9827586206896552	0.9827586206896552	True	1	True	False	0	0						False	LmeA family phospholipid-binding protein		CAL7716_RS11295	58	58	GCF_019977735.1;GCF_002368455.1;GCF_002368175.1;GCF_009873495.1;GCF_048568275.1;GCF_000316625.1;GCF_019976755.1;GCF_013393925.1;GCF_003054475.1;GCF_024584745.1	GCF_019977735.1;GCF_002368455.1;GCF_002368175.1;GCF_009873495.1;GCF_048568275.1;GCF_000316625.1;GCF_019976755.1;GCF_013393925.1;GCF_003054475.1;GCF_024584745.1	Other / unassigned	Novel/uncertain candidate
GF_01420					False	0.9827586206896552	0.9827586206896552	True	1	True	False	0	0						False	glycoside hydrolase 100 family protein		L6494_RS06105	58	58	GCF_022063185.1;GCF_000009705.1;GCF_050235535.1;GCF_019977735.1;GCF_000317435.1;GCF_002368455.1;GCF_002368395.1;GCF_000316625.1;GCF_019056575.1;GCF_022376295.1	GCF_022063185.1;GCF_000009705.1;GCF_050235535.1;GCF_019977735.1;GCF_000317435.1;GCF_002368455.1;GCF_002368395.1;GCF_000316625.1;GCF_019056575.1;GCF_022376295.1	Other / unassigned	Novel/uncertain candidate
GF_01509					False	0.9827586206896552	0.9827586206896552	True	1	True	False	0	0						False	DnaJ C-terminal domain-containing protein		HG267_RS09030	58	58	GCF_025677855.1;GCF_025860405.1;GCF_011769525.1;GCF_000316645.1;GCF_009498015.1;GCF_000009705.1;GCF_048568275.1;GCF_000204075.1;GCF_001548375.1;GCF_009856605.1	GCF_025677855.1;GCF_025860405.1;GCF_011769525.1;GCF_000316645.1;GCF_009498015.1;GCF_000009705.1;GCF_048568275.1;GCF_000204075.1;GCF_001548375.1;GCF_009856605.1	Other / unassigned	Novel/uncertain candidate
GF_01665					False	0.9827586206896552	0.9827586206896552	True	1	True	False	0	0						False	CoA-binding protein		RS893_RS05920	58	58	GCF_032393985.1;GCF_043099315.1;GCF_001548455.1;GCF_000317435.1;GCF_000316625.1;GCF_009873495.1;GCF_011769525.1;GCF_025677855.1;GCF_017164015.1;GCF_029953635.1	GCF_032393985.1;GCF_043099315.1;GCF_001548455.1;GCF_000317435.1;GCF_000316625.1;GCF_009873495.1;GCF_011769525.1;GCF_025677855.1;GCF_017164015.1;GCF_029953635.1	Other / unassigned	Novel/uncertain candidate
GF_01906					False	0.9827586206896552	0.9827586206896552	True	1	True	False	0	0						False	precorrin-6Y C5%2C15-methyltransferase subunit CbiT		ACLLO5_RS16710	58	58	GCF_047275885.1;GCF_008121535.1;GCF_013343235.1;GCF_025677855.1;GCF_000312705.1;GCF_029953635.1;GCF_001548455.1;GCF_011769525.1;GCF_043099725.1;GCF_003443655.1	GCF_047275885.1;GCF_008121535.1;GCF_013343235.1;GCF_025677855.1;GCF_000312705.1;GCF_029953635.1;GCF_001548455.1;GCF_011769525.1;GCF_043099725.1;GCF_003443655.1	Other / unassigned	Novel/uncertain candidate
GF_00157					False	0.9824561403508772	0.9824561403508772	True	1	True	False	0	0						False	nitrogenase iron-molybdenum cofactor biosynthesis protein NifN		AAZO_RS06485	57	57	GCF_000196515.1;GCF_019056575.1;GCF_038050375.1;GCF_001277295.1;GCF_000312705.1;GCF_049315035.1;GCF_012516395.1;GCF_024584745.1;GCF_047275885.1;GCF_051201415.1	GCF_000196515.1;GCF_019056575.1;GCF_038050375.1;GCF_001277295.1;GCF_000312705.1;GCF_049315035.1;GCF_012516395.1;GCF_024584745.1;GCF_047275885.1;GCF_051201415.1	Nitrogenase / nif machinery	Rediscovery: core diazotrophy/FOX machinery
GF_00183					False	0.9824561403508772	0.9824561403508772	True	1	True	False	0	0						False	serine hydrolase		ANA_RS16690	57	57	GCF_000312705.1;GCF_008121535.1;GCF_047275885.1;GCF_001277295.1;GCF_019056575.1;GCF_012516395.1;GCF_024584745.1;GCF_019976755.1;GCF_022376295.1;GCF_002163975.1	GCF_000312705.1;GCF_008121535.1;GCF_047275885.1;GCF_001277295.1;GCF_019056575.1;GCF_012516395.1;GCF_024584745.1;GCF_019976755.1;GCF_022376295.1;GCF_002163975.1	Other / unassigned	Novel/uncertain candidate
GF_00184					False	0.9824561403508772	0.9824561403508772	True	1	True	False	0	0						False	hypothetical protein		ANA_RS18900	57	57	GCF_000312705.1;GCF_012516395.1;GCF_019056575.1;GCF_008121535.1;GCF_038050375.1;GCF_051201415.1;GCF_021650815.1;GCF_014489415.1;GCF_018139025.1;GCF_003367075.2	GCF_000312705.1;GCF_012516395.1;GCF_019056575.1;GCF_008121535.1;GCF_038050375.1;GCF_051201415.1;GCF_021650815.1;GCF_014489415.1;GCF_018139025.1;GCF_003367075.2	Stress / membrane / uncharacterized	Novel/uncertain candidate
GF_00242					False	0.9824561403508772	0.9824561403508772	True	1	True	False	0	0						False	UDP-N-acetylmuramate--L-alanine ligase		NOS7107_RS11270	57	57	GCF_000316625.1;GCF_002163975.1;GCF_049315035.1;GCF_000196515.1;GCF_047275885.1;GCF_000317695.1;GCF_009498015.1;GCF_048568235.1;GCF_000009705.1;GCF_048568275.1	GCF_000316625.1;GCF_002163975.1;GCF_049315035.1;GCF_000196515.1;GCF_047275885.1;GCF_000317695.1;GCF_009498015.1;GCF_048568235.1;GCF_000009705.1;GCF_048568275.1	Other / unassigned	Novel/uncertain candidate
GF_00266					False	0.9824561403508772	0.9824561403508772	True	1	True	False	0	0						False	photosystem I reaction centre subunit III		NOS7524_RS06740	57	57	GCF_000316645.1;GCF_018139025.1;GCF_009498015.1;GCF_019976755.1;GCF_003054475.1;GCF_002896875.1;GCF_001548375.1;GCF_000316625.1;GCF_038050375.1;GCF_000204075.1	GCF_000316645.1;GCF_018139025.1;GCF_009498015.1;GCF_019976755.1;GCF_003054475.1;GCF_002896875.1;GCF_001548375.1;GCF_000316625.1;GCF_038050375.1;GCF_000204075.1	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)
GF_00374					False	0.9824561403508772	0.9824561403508772	True	1	True	False	0	0						False	hypothetical protein		CAL6303_RS19430	57	57	GCF_000317435.1;GCF_022376295.1;GCF_003054475.1;GCF_017164015.1;GCF_011769525.1;GCF_013393945.1;GCF_019056575.1;GCF_052692655.1;GCF_000316645.1;GCF_024584745.1	GCF_000317435.1;GCF_022376295.1;GCF_003054475.1;GCF_017164015.1;GCF_011769525.1;GCF_013393945.1;GCF_019056575.1;GCF_052692655.1;GCF_000316645.1;GCF_024584745.1	Stress / membrane / uncharacterized	Novel/uncertain candidate
GF_00537					False	0.9824561403508772	0.9824561403508772	True	1	True	False	0	0						False	ABC transporter substrate-binding protein		AA650_RS12965	57	57	GCF_001277295.1;GCF_008121535.1;GCF_049315035.1;GCF_000317695.1;GCF_000312705.1;GCF_012516395.1;GCF_024584745.1;GCF_000196515.1;GCF_003443655.1;GCF_025677855.1	GCF_001277295.1;GCF_008121535.1;GCF_049315035.1;GCF_000317695.1;GCF_000312705.1;GCF_012516395.1;GCF_024584745.1;GCF_000196515.1;GCF_003443655.1;GCF_025677855.1	Transport	Novel/uncertain candidate
GF_00545					False	0.9824561403508772	0.9824561403508772	True	1	True	False	0	0						False	two-component system sensor histidine kinase NblS		AA650_RS23750	57	57	GCF_001277295.1;GCF_013393945.1;GCF_019056575.1;GCF_000316575.1;GCF_017164015.1;GCF_008121535.1;GCF_029953635.1;GCF_025677855.1;GCF_024584745.1;GCF_011769525.1	GCF_001277295.1;GCF_013393945.1;GCF_019056575.1;GCF_000316575.1;GCF_017164015.1;GCF_008121535.1;GCF_029953635.1;GCF_025677855.1;GCF_024584745.1;GCF_011769525.1	Regulation	Novel/uncertain candidate
GF_00654					False	0.9824561403508772	0.9824561403508772	True	1	True	False	0	0						False	SDR family oxidoreductase		BZZ01_RS16350	57	57	GCF_002163975.1;GCF_025677855.1;GCF_011769525.1;GCF_025860405.1;GCF_012516395.1;GCF_000312705.1;GCF_008121535.1;GCF_024584745.1;GCF_001277295.1;GCF_047275885.1	GCF_002163975.1;GCF_025677855.1;GCF_011769525.1;GCF_025860405.1;GCF_012516395.1;GCF_000312705.1;GCF_008121535.1;GCF_024584745.1;GCF_001277295.1;GCF_047275885.1	Other / unassigned	Novel/uncertain candidate
GF_00818					False	0.9824561403508772	0.9824561403508772	True	1	True	False	0	0						False	aminoacyl-tRNA hydrolase		BMF81_RS02750	57	57	GCF_003054475.1;GCF_022376295.1;GCF_013393945.1;GCF_050235535.1;GCF_009498015.1;GCF_014023275.1;GCF_009873495.1;GCF_019056575.1;GCF_000009705.1;GCF_043099735.1	GCF_003054475.1;GCF_022376295.1;GCF_013393945.1;GCF_050235535.1;GCF_009498015.1;GCF_014023275.1;GCF_009873495.1;GCF_019056575.1;GCF_000009705.1;GCF_043099735.1	Other / unassigned	Novel/uncertain candidate
GF_00836					False	0.9824561403508772	0.9824561403508772	True	1	True	False	0	0						False	DUF790 family protein		BMF81_RS13435	57	57	GCF_003054475.1;GCF_052692665.1;GCF_022376295.1;GCF_013393925.1;GCF_025860405.1;GCF_002813575.1;GCF_023734775.1;GCF_009498015.1;GCF_013343235.1;GCF_022063185.1	GCF_003054475.1;GCF_052692665.1;GCF_022376295.1;GCF_013393925.1;GCF_025860405.1;GCF_002813575.1;GCF_023734775.1;GCF_009498015.1;GCF_013343235.1;GCF_022063185.1	Stress / membrane / uncharacterized	Novel/uncertain candidate
GF_00910					False	0.9824561403508772	0.9824561403508772	True	1	True	False	0	0						False	acyl-CoA desaturase		D1367_RS01805	57	57	GCF_009372195.1;GCF_003443655.1;GCF_002813575.1;GCF_019056575.1;GCF_025677855.1;GCF_038050375.1;GCF_002896875.1;GCF_048568275.1;GCF_022063185.1;GCF_000316625.1	GCF_009372195.1;GCF_003443655.1;GCF_002813575.1;GCF_019056575.1;GCF_025677855.1;GCF_038050375.1;GCF_002896875.1;GCF_048568275.1;GCF_022063185.1;GCF_000316625.1	Other / unassigned	Novel/uncertain candidate
GF_01002					False	0.9824561403508772	0.9824561403508772	True	1	True	False	0	0						False	DUF4330 domain-containing protein		FD725_RS13785	57	57	GCF_013393945.1;GCF_002949795.1;GCF_013393925.1;GCF_009856605.1;GCF_000204075.1;GCF_002813575.1;GCF_048568235.1;GCF_052692665.1;GCF_052692655.1;GCF_001548375.1	GCF_013393945.1;GCF_002949795.1;GCF_013393925.1;GCF_009856605.1;GCF_000204075.1;GCF_002813575.1;GCF_048568235.1;GCF_052692665.1;GCF_052692655.1;GCF_001548375.1	Stress / membrane / uncharacterized	Novel/uncertain candidate
GF_01310					False	0.9824561403508772	0.9824561403508772	True	1	True	False	0	0						False	TatA/E family twin arginine-targeting protein translocase		B6N60_RS03875	57	57	GCF_019056575.1;GCF_001277295.1;GCF_000312705.1;GCF_000317695.1;GCF_024584745.1;GCF_012516395.1;GCF_000196515.1;GCF_047275885.1;GCF_008121535.1;GCF_049315035.1	GCF_019056575.1;GCF_001277295.1;GCF_000312705.1;GCF_000317695.1;GCF_024584745.1;GCF_012516395.1;GCF_000196515.1;GCF_047275885.1;GCF_008121535.1;GCF_049315035.1	Other / unassigned	Novel/uncertain candidate
GF_01318					False	0.9824561403508772	0.9824561403508772	True	1	True	False	0	0						False	Fe-S cluster assembly protein NifU		B6N60_RS20210	57	57	GCF_019056575.1;GCF_049315035.1;GCF_047275885.1;GCF_000317695.1;GCF_000196515.1;GCF_050235535.1;GCF_002896875.1;GCF_008121535.1;GCF_012516395.1;GCF_024584745.1	GCF_019056575.1;GCF_049315035.1;GCF_047275885.1;GCF_000317695.1;GCF_000196515.1;GCF_050235535.1;GCF_002896875.1;GCF_008121535.1;GCF_012516395.1;GCF_024584745.1	Nitrogenase / nif machinery	FOX-consistent support function (plausible rediscovery)
GF_01353					False	0.9824561403508772	0.9824561403508772	True	1	True	False	0	0						False	tRNA-(ms[2]io[6]A)-hydroxylase		NSMS1_RS11605	57	57	GCF_019976755.1;GCF_009856605.1;GCF_050235535.1;GCF_029953635.1;GCF_000317435.1;GCF_000316645.1;GCF_052692665.1;GCF_022063185.1;GCF_001548375.1;GCF_002813575.1	GCF_019976755.1;GCF_009856605.1;GCF_050235535.1;GCF_029953635.1;GCF_000317435.1;GCF_000316645.1;GCF_052692665.1;GCF_022063185.1;GCF_001548375.1;GCF_002813575.1	Other / unassigned	Novel/uncertain candidate
GF_01430					False	0.9824561403508772	0.9824561403508772	True	1	True	False	0	0						False	2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase		BDGGKGIB_RS13140	57	57	GCF_022376295.1;GCF_003054475.1;GCF_002368175.1;GCF_002949735.1;GCF_023734775.1;GCF_009873495.1;GCF_043099305.1;GCF_032393985.1;GCF_009498015.1;GCF_022063185.1	GCF_022376295.1;GCF_003054475.1;GCF_002368175.1;GCF_002949735.1;GCF_023734775.1;GCF_009873495.1;GCF_043099305.1;GCF_032393985.1;GCF_009498015.1;GCF_022063185.1	Other / unassigned	Novel/uncertain candidate
GF_01435					False	0.9824561403508772	0.9824561403508772	True	1	True	False	0	0						False	DegT/DnrJ/EryC1/StrS family aminotransferase		BDGGKGIB_RS20405	57	57	GCF_022376295.1;GCF_000316625.1;GCF_029953635.1;GCF_003054475.1;GCF_047275885.1;GCF_003367075.2;GCF_018139025.1;GCF_000317695.1;GCF_001277295.1;GCF_051201415.1	GCF_022376295.1;GCF_000316625.1;GCF_029953635.1;GCF_003054475.1;GCF_047275885.1;GCF_003367075.2;GCF_018139025.1;GCF_000317695.1;GCF_001277295.1;GCF_051201415.1	Other / unassigned	Novel/uncertain candidate
GF_01507					False	0.9824561403508772	0.9824561403508772	True	1	True	False	0	0						False	GTP-binding protein		HG267_RS14750	57	57	GCF_025677855.1;GCF_049315035.1;GCF_011769525.1;GCF_025860405.1;GCF_002368175.1;GCF_032393985.1;GCF_001548455.1;GCF_047275885.1;GCF_000196515.1;GCF_000312705.1	GCF_025677855.1;GCF_049315035.1;GCF_011769525.1;GCF_025860405.1;GCF_002368175.1;GCF_032393985.1;GCF_001548455.1;GCF_047275885.1;GCF_000196515.1;GCF_000312705.1	Other / unassigned	Novel/uncertain candidate
GF_01520					False	0.9824561403508772	0.9824561403508772	True	1	True	False	0	0						False	L-threonylcarbamoyladenylate synthase		HG267_RS10690	57	57	GCF_025860405.1;GCF_025677855.1;GCF_011769525.1;GCF_002813575.1;GCF_038096175.1;GCF_043099725.1;GCF_009372195.1;GCF_013393905.1;GCF_009873495.1;GCF_052692665.1	GCF_025860405.1;GCF_025677855.1;GCF_011769525.1;GCF_002813575.1;GCF_038096175.1;GCF_043099725.1;GCF_009372195.1;GCF_013393905.1;GCF_009873495.1;GCF_052692665.1	Other / unassigned	Novel/uncertain candidate
GF_01522					False	0.9824561403508772	0.9824561403508772	True	1	True	False	0	0						False	YaaW family protein		HG267_RS16650	57	57	GCF_025860405.1;GCF_028623165.1;GCF_029953635.1;GCF_002368175.1;GCF_001548375.1;GCF_043099305.1;GCF_009856605.1;GCF_000204075.1;GCF_002949735.1;GCF_013393905.1	GCF_025860405.1;GCF_028623165.1;GCF_029953635.1;GCF_002368175.1;GCF_001548375.1;GCF_043099305.1;GCF_009856605.1;GCF_000204075.1;GCF_002949735.1;GCF_013393905.1	Other / unassigned	Novel/uncertain candidate
GF_01743					False	0.9824561403508772	0.9824561403508772	True	1	True	False	0	0						False	universal stress protein		WJM97_RS12050	57	57	GCF_038050375.1;GCF_049315035.1;GCF_050235535.1;GCF_009856605.1;GCF_002368175.1;GCF_038096175.1;GCF_000316575.1;GCF_000317695.1;GCF_022376295.1;GCF_017164015.1	GCF_038050375.1;GCF_049315035.1;GCF_050235535.1;GCF_009856605.1;GCF_002368175.1;GCF_038096175.1;GCF_000316575.1;GCF_000317695.1;GCF_022376295.1;GCF_017164015.1	Other / unassigned	Novel/uncertain candidate
GF_01750					False	0.9824561403508772	0.9824561403508772	True	1	True	False	0	0						False	iron-containing alcohol dehydrogenase family protein		WJM97_RS02805	57	57	GCF_038050375.1;GCF_000196515.1;GCF_047275885.1;GCF_051201415.1;GCF_014489415.1;GCF_003367075.2;GCF_018139025.1;GCF_021650815.1;GCF_022376295.1;GCF_003054475.1	GCF_038050375.1;GCF_000196515.1;GCF_047275885.1;GCF_051201415.1;GCF_014489415.1;GCF_003367075.2;GCF_018139025.1;GCF_021650815.1;GCF_022376295.1;GCF_003054475.1	Other / unassigned	FOX-consistent support function (plausible rediscovery)
GF_01776					False	0.9824561403508772	0.9824561403508772	True	1	True	False	0	0						False	aldehyde dehydrogenase family protein		WKK05_RS08920	57	57	GCF_038096175.1;GCF_000316575.1;GCF_003054475.1;GCF_043099735.1;GCF_052692665.1;GCF_002896875.1;GCF_022063185.1;GCF_022376295.1;GCF_028623165.1;GCF_002949795.1	GCF_038096175.1;GCF_000316575.1;GCF_003054475.1;GCF_043099735.1;GCF_052692665.1;GCF_002896875.1;GCF_022063185.1;GCF_022376295.1;GCF_028623165.1;GCF_002949795.1	Other / unassigned	FOX-consistent support function (plausible rediscovery)
GF_01852					False	0.9824561403508772	0.9824561403508772	True	1	True	False	0	0						False	transcription-repair coupling factor		ACF3DW_RS07910	57	57	GCF_043099315.1;GCF_043099305.1;GCF_002163975.1;GCF_019977735.1;GCF_002368455.1;GCF_000317435.1;GCF_017164015.1;GCF_011769525.1;GCF_052692665.1;GCF_002368175.1	GCF_043099315.1;GCF_043099305.1;GCF_002163975.1;GCF_019977735.1;GCF_002368455.1;GCF_000317435.1;GCF_017164015.1;GCF_011769525.1;GCF_052692665.1;GCF_002368175.1	Regulation	Novel/uncertain candidate
