gene_family	effect_size_mean	effect_size_median	effect_size_max	n_runs_with_directionality	is_positive_assoc	diazotroph_pct_mean	diazotroph_pct_max	is_pure_any	n_runs_with_purity	is_pure_pos_any	is_pure_neg_any	n_models_with_importance	n_run_model_hits	consensus_rank_pct_mean	consensus_rank_pct_median	best_rank	module_mode	n_runs_with_module	used_in_any_final_set	product	go_ids	locus_tag	n_member_proteins	n_member_genomes	example_proteins	example_genomes	module_bin	fox_status
GF_01620	0.5259856630824373	0.5259856630824373	0.5259856630824373	1.0	True	0.7222222222222222	0.7222222222222222	False	1	False	False	4	4	0.5442583732057417	0.5119617224880383	133.0			False	O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein		M4D78_RS08625	54	54	GCF_030323025.1;GCF_000734895.2;GCF_043099725.1;GCF_002949795.1;GCF_014023275.1;GCF_013393945.1;GCF_040564635.1;GCF_904830925.1;GCF_002142475.1;GCF_024584745.1	GCF_030323025.1;GCF_000734895.2;GCF_043099725.1;GCF_002949795.1;GCF_014023275.1;GCF_013393945.1;GCF_040564635.1;GCF_904830925.1;GCF_002142475.1;GCF_024584745.1	Other / unassigned	Novel/uncertain candidate
GF_00723	0.5519079685746353	0.5519079685746353	0.5519079685746353	1.0	True	0.6049382716049383	0.6049382716049383	False	1	False	False	4	4	0.5414673046251993	0.6275917065390749	98.0			False	serine hydroxymethyltransferase		CA740_RS16715	162	162	GCF_002368255.1;GCF_000317435.1;GCF_000018105.1;GCF_000204075.1;GCF_021379005.1;GCF_024584745.1;GCF_002163975.1;GCF_013393905.1;GCF_016919485.1;GCF_032620035.1	GCF_002368255.1;GCF_000317435.1;GCF_000018105.1;GCF_000204075.1;GCF_021379005.1;GCF_024584745.1;GCF_002163975.1;GCF_013393905.1;GCF_016919485.1;GCF_032620035.1	Other / unassigned	Novel/uncertain candidate
GF_01287	0.7506898086337339	0.7506898086337339	0.7506898086337339	1.0	True	0.8285714285714286	0.8285714285714286	False	1	False	False	4	4	0.5402711323763956	0.4521531100478469	8.0			False	response regulator		L3I90_RS13715	105	105	GCF_018139025.1;GCF_014489415.1;GCF_021650815.1;GCF_003367075.2;GCF_051201415.1;GCF_000316665.1;GCF_048077055.1;GCF_000312705.1;GCF_042465725.1;GCF_000316645.1	GCF_018139025.1;GCF_014489415.1;GCF_021650815.1;GCF_003367075.2;GCF_051201415.1;GCF_000316665.1;GCF_048077055.1;GCF_000312705.1;GCF_042465725.1;GCF_000316645.1	Regulation	Novel/uncertain candidate
GF_00725	0.533687707641196	0.533687707641196	0.533687707641196	1.0	True	0.64	0.64	False	1	False	False	4	4	0.5350877192982456	0.49681020733652315	80.0			False	adenylosuccinate lyase		CA740_RS16135	125	125	GCF_002368255.1;GCF_001548455.1;GCF_002095975.1;GCF_014489415.1;GCF_001264245.1;GCF_021650815.1;GCF_000317515.1;GCF_001548375.1;GCF_000317045.1;GCF_002163975.1	GCF_002368255.1;GCF_001548455.1;GCF_002095975.1;GCF_014489415.1;GCF_001264245.1;GCF_021650815.1;GCF_000317515.1;GCF_001548375.1;GCF_000317045.1;GCF_002163975.1	Other / unassigned	Novel/uncertain candidate
GF_00435	0.4331201585299945	0.4331201585299945	0.4331201585299945	1.0	True	0.510989010989011	0.510989010989011	False	1	False	False	4	4	0.534688995215311	0.5127591706539075	59.0			False	rod shape-determining protein		DACSA_RS13840	182	182	GCF_000317615.1;GCF_000013205.1;GCF_000013225.1;GCF_021379005.1;GCF_018389385.1;GCF_007904085.1;GCF_000317635.1;GCF_032598965.1;GCF_001746915.2;GCF_026802175.1	GCF_000317615.1;GCF_000013205.1;GCF_000013225.1;GCF_021379005.1;GCF_018389385.1;GCF_007904085.1;GCF_000317635.1;GCF_032598965.1;GCF_001746915.2;GCF_026802175.1	Other / unassigned	Novel/uncertain candidate
GF_01617	0.6842165242165242	0.6842165242165242	0.6842165242165242	1.0	True	0.8266666666666667	0.8266666666666667	False	1	False	False	4	4	0.532695374800638	0.5199362041467305	114.0			False	Dps family protein		M4D78_RS13485	75	75	GCF_030323025.1;GCF_025677855.1;GCF_025860405.1;GCF_003967015.1;GCF_011769525.1;GCF_027942295.1;GCF_051131155.1;GCF_050235535.1;GCF_029910235.1;GCF_001548375.1	GCF_030323025.1;GCF_025677855.1;GCF_025860405.1;GCF_003967015.1;GCF_011769525.1;GCF_027942295.1;GCF_051131155.1;GCF_050235535.1;GCF_029910235.1;GCF_001548375.1	Other / unassigned	Novel/uncertain candidate
GF_00305	0.7466676120249575	0.7466676120249575	0.7466676120249575	1.0	True	0.8658536585365854	0.8658536585365854	False	1	False	False	4	4	0.5314992025518341	0.4385964912280702	22.0			False	ferredoxin thioredoxin reductase catalytic beta subunit		RIV7116_RS29690	82	82	GCF_000316665.1;GCF_002896875.1;GCF_009873495.1;GCF_008121535.1;GCF_013393925.1;GCF_002368455.1;GCF_023734775.1;GCF_000316625.1;GCF_009372195.1;GCF_002813575.1	GCF_000316665.1;GCF_002896875.1;GCF_009873495.1;GCF_008121535.1;GCF_013393925.1;GCF_002368455.1;GCF_023734775.1;GCF_000316625.1;GCF_009372195.1;GCF_002813575.1	O2 protection & redox homeostasis	FOX-consistent support function (plausible rediscovery)
GF_01683	0.4975829842088301	0.4975829842088301	0.4975829842088301	1.0	True	0.6355140186915887	0.6355140186915887	False	1	False	False	4	4	0.5311004784688995	0.4521531100478469	98.0			False	transaldolase		HJG54_RS23975	107	107	GCF_032598965.1;GCF_020091585.1;GCF_043099315.1;GCF_013177315.1;GCF_032705245.1;GCF_016919485.1;GCF_001548395.1;GCF_043099305.1;GCF_021379005.1;GCF_032393985.1	GCF_032598965.1;GCF_020091585.1;GCF_043099315.1;GCF_013177315.1;GCF_032705245.1;GCF_016919485.1;GCF_001548395.1;GCF_043099305.1;GCF_021379005.1;GCF_032393985.1	Carbon metabolism & NAD(P)H supply	Novel/uncertain candidate
GF_01026	0.6982758620689655	0.6982758620689655	0.6982758620689655	1.0	True	0.8333333333333334	0.8333333333333334	False	1	False	False	4	4	0.5303030303030303	0.55103668261563	168.0			False	DUF561 domain-containing protein		HUN01_RS28180	78	78	GCF_014023275.1;GCF_043099725.1;GCF_002949795.1;GCF_013343235.1;GCF_000312705.1;GCF_000316575.1;GCF_038096175.1;GCF_022063185.1;GCF_052692665.1;GCF_000020025.1	GCF_014023275.1;GCF_043099725.1;GCF_002949795.1;GCF_013343235.1;GCF_000312705.1;GCF_000316575.1;GCF_038096175.1;GCF_022063185.1;GCF_052692665.1;GCF_000020025.1	Stress / membrane / uncharacterized	Novel/uncertain candidate
GF_00722	0.71107544141252	0.71107544141252	0.71107544141252	1.0	True	0.8571428571428571	0.8571428571428571	False	1	False	False	4	4	0.5287081339712918	0.49920255183413076	26.0			False	VOC family protein		CA733_RS33835	70	70	GCF_002368175.1;GCF_000316665.1;GCF_032393985.1;GCF_014023275.1;GCF_011769525.1;GCF_002949735.1;GCF_028623165.1;GCF_013393905.1;GCF_029953635.1;GCF_002949795.1	GCF_002368175.1;GCF_000316665.1;GCF_032393985.1;GCF_014023275.1;GCF_011769525.1;GCF_002949735.1;GCF_028623165.1;GCF_013393905.1;GCF_029953635.1;GCF_002949795.1	Other / unassigned	Novel/uncertain candidate
GF_00170	0.6132599786672654	0.6132599786672654	0.6132599786672654	1.0	True	0.8085106382978723	0.8085106382978723	False	1	False	False	4	4	0.5283094098883573	0.5047846889952153	159.0			False	sodium:solute symporter family protein		AAZO_RS19165	47	47	GCF_000196515.1;GCF_047275885.1;GCF_013393945.1;GCF_043099305.1;GCF_000734895.2;GCF_002896875.1;GCF_017164015.1;GCF_000009705.1;GCF_049315035.1;GCF_029953635.1	GCF_000196515.1;GCF_047275885.1;GCF_013393945.1;GCF_043099305.1;GCF_000734895.2;GCF_002896875.1;GCF_017164015.1;GCF_000009705.1;GCF_049315035.1;GCF_029953635.1	Other / unassigned	Novel/uncertain candidate
GF_00112	0.308004158004158	0.308004158004158	0.308004158004158	1.0	True	0.4769230769230769	0.4769230769230769	False	1	False	False	4	4	0.527511961722488	0.5311004784688995	145.0			False	lactoylglutathione lyase		PCC8801_RS18770	130	130	GCF_000021805.1;GCF_048820285.1;GCF_019704275.1;GCF_050500245.1;GCF_003019735.1;GCF_048593405.1;GCF_031754835.1;GCF_009792235.1;GCF_001693275.1;GCF_000019485.1	GCF_000021805.1;GCF_048820285.1;GCF_019704275.1;GCF_050500245.1;GCF_003019735.1;GCF_048593405.1;GCF_031754835.1;GCF_009792235.1;GCF_001693275.1;GCF_000019485.1	Other / unassigned	Novel/uncertain candidate
GF_01236	0.6329985818886927	0.6329985818886927	0.6329985818886927	1.0	True	0.7339449541284404	0.7339449541284404	False	1	False	False	4	4	0.5267145135566188	0.5303030303030303	145.0			False	hypothetical protein		GFS31_RS10020	109	109	GCF_016403105.1;GCF_012516315.1;GCF_000316625.1;GCF_016919485.1;GCF_013393925.1;GCF_022701255.1;GCF_026000695.1;GCF_000316575.1;GCF_002075285.2;GCF_022372495.1	GCF_016403105.1;GCF_012516315.1;GCF_000316625.1;GCF_016919485.1;GCF_013393925.1;GCF_022701255.1;GCF_026000695.1;GCF_000316575.1;GCF_002075285.2;GCF_022372495.1	Stress / membrane / uncharacterized	Novel/uncertain candidate
GF_02172	0.311740890688259	0.311740890688259	0.311740890688259	1.0	True	0.4912280701754385	0.4912280701754385	False	1	False	False	4	4	0.5247208931419458	0.49681020733652315	155.0			False	GTP cyclohydrolase I FolE		NSTC745_RS24015	114	114	GCF_052692665.1;GCF_050563455.1;GCF_000317025.1;GCF_003060805.1;GCF_001767235.1;GCF_000981785.1;GCF_010196425.1;GCF_002095975.1;GCF_001704955.1;GCF_003945305.1	GCF_052692665.1;GCF_050563455.1;GCF_000317025.1;GCF_003060805.1;GCF_001767235.1;GCF_000981785.1;GCF_010196425.1;GCF_002095975.1;GCF_001704955.1;GCF_003945305.1	Other / unassigned	Novel/uncertain candidate
GF_01685	0.1013661202185792	0.1013661202185792	0.1013661202185792	1.0	True	0.35	0.35	False	1	False	False	4	4	0.5243221690590112	0.6403508771929824	145.0			False	phosphoglycerate dehydrogenase		HJG54_RS26790	60	60	GCF_032598965.1;GCF_048077055.1;GCF_003060805.1;GCF_000317045.1;GCF_012516315.1;GCF_025200965.1;GCF_026802175.1;GCF_012295525.1;GCF_026000695.1;GCF_042465725.1	GCF_032598965.1;GCF_048077055.1;GCF_003060805.1;GCF_000317045.1;GCF_012516315.1;GCF_025200965.1;GCF_026802175.1;GCF_012295525.1;GCF_026000695.1;GCF_042465725.1	Other / unassigned	FOX-consistent support function (plausible rediscovery)
GF_01818	0.0346045197740113	0.0346045197740113	0.0346045197740113	1.0	True	0.2916666666666667	0.2916666666666667	False	1	False	False	4	4	0.5227272727272727	0.5350877192982456	203.0			False	glucose-6-phosphate dehydrogenase		P2A85_RS08165	72	72	GCF_042465725.1;GCF_022701275.1;GCF_022701255.1;GCF_000981785.2;GCF_018336915.1;GCF_000829235.1;GCF_045345185.1;GCF_000317025.1;GCF_003019735.1;GCF_050563455.1	GCF_042465725.1;GCF_022701275.1;GCF_022701255.1;GCF_000981785.2;GCF_018336915.1;GCF_000829235.1;GCF_045345185.1;GCF_000317025.1;GCF_003019735.1;GCF_050563455.1	Other / unassigned	FOX-consistent support function (plausible rediscovery)
GF_01745	0.6495705521472392	0.6495705521472392	0.6495705521472392	1.0	True	0.76	0.76	False	1	False	False	4	4	0.5217304625199362	0.5526315789473684	21.0			False	30S ribosomal protein S14		WJM97_RS13325	100	100	GCF_038050375.1;GCF_040436315.1;GCF_046846445.1;GCF_000340785.1;GCF_046847945.1;GCF_018845095.1;GCF_019924095.1;GCF_000009725.1;GCF_046847955.1;GCF_050408035.1	GCF_038050375.1;GCF_040436315.1;GCF_046846445.1;GCF_000340785.1;GCF_046847945.1;GCF_018845095.1;GCF_019924095.1;GCF_000009725.1;GCF_046847955.1;GCF_050408035.1	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)
GF_00430	0.2087799225765675	0.2087799225765675	0.2087799225765675	1.0	True	0.4094488188976378	0.4094488188976378	False	1	False	False	4	4	0.5211323763955343	0.4609250398724083	132.0			False	GDP-L-fucose synthase family protein		STA7437_RS17270	127	127	GCF_000317575.1;GCF_042465725.1;GCF_001704955.2;GCF_050500245.1;GCF_010196425.1;GCF_976987195.1;GCF_000981785.1;GCF_003945305.1;GCF_009792235.1;GCF_021172085.1	GCF_000317575.1;GCF_042465725.1;GCF_001704955.2;GCF_050500245.1;GCF_010196425.1;GCF_976987195.1;GCF_000981785.1;GCF_003945305.1;GCF_009792235.1;GCF_021172085.1	Other / unassigned	Novel/uncertain candidate
GF_01477	0.3891096979332273	0.3891096979332273	0.3891096979332273	1.0	True	0.4656862745098039	0.4656862745098039	False	1	False	False	4	4	0.5211323763955342	0.6092503987240829	123.0			False	urease subunit alpha		NEA10_RS11350	204	204	GCF_023983615.1;GCF_003060805.1;GCF_026000695.1;GCF_012516315.1;GCF_046847945.1;GCF_046847955.1;GCF_000317045.1;GCF_003015225.1;GCF_046847935.1;GCF_000284455.1	GCF_023983615.1;GCF_003060805.1;GCF_026000695.1;GCF_012516315.1;GCF_046847945.1;GCF_046847955.1;GCF_000317045.1;GCF_003015225.1;GCF_046847935.1;GCF_000284455.1	Other / unassigned	Novel/uncertain candidate
GF_00049	0.440530303030303	0.440530303030303	0.440530303030303	1.0	True	0.6041666666666666	0.6041666666666666	False	1	False	False	4	4	0.5171451355661882	0.5087719298245614	192.0			False	cytochrome c oxidase subunit I		TERY_RS08315	96	96	GCF_000014265.1;GCF_000317515.1;GCF_000316625.1;GCF_031583255.1;GCF_042465725.1;GCF_011769525.1;GCF_030518715.1;GCF_019891175.1;GCF_031583435.1;GCF_000011345.1	GCF_000014265.1;GCF_000317515.1;GCF_000316625.1;GCF_031583255.1;GCF_042465725.1;GCF_011769525.1;GCF_030518715.1;GCF_019891175.1;GCF_031583435.1;GCF_000011345.1	Respiration & bioenergetics	FOX-consistent support function (plausible rediscovery)
GF_01823	0.7239069540859822	0.7239069540859822	0.7239069540859822	1.0	True	0.8695652173913043	0.8695652173913043	False	1	False	False	4	4	0.5167464114832536	0.5151515151515151	76.0			False	cysteine hydrolase family protein		ACF3DW_RS18090	69	69	GCF_043099305.1;GCF_043099315.1;GCF_002163975.1;GCF_000317475.1;GCF_040564635.1;GCF_042465725.1;GCF_037094475.1;GCF_022701255.1;GCF_022701275.1;GCF_000317125.1	GCF_043099305.1;GCF_043099315.1;GCF_002163975.1;GCF_000317475.1;GCF_040564635.1;GCF_042465725.1;GCF_037094475.1;GCF_022701255.1;GCF_022701275.1;GCF_000317125.1	Other / unassigned	Novel/uncertain candidate
GF_02122	0.3947382666594489	0.3947382666594489	0.3947382666594489	1.0	True	0.6122448979591837	0.6122448979591837	False	1	False	False	4	4	0.5167464114832536	0.5247208931419458	140.0			False	DUF433 domain-containing protein		ACQFX9_RS24780	49	49	GCF_050235535.1;GCF_042465725.1;GCF_000317475.1;GCF_000317495.1;GCF_027942295.1;GCF_023734775.1;GCF_019891175.1;GCF_043099315.1;GCF_016446395.1;GCF_021379005.1	GCF_050235535.1;GCF_042465725.1;GCF_000317475.1;GCF_000317495.1;GCF_027942295.1;GCF_023734775.1;GCF_019891175.1;GCF_043099315.1;GCF_016446395.1;GCF_021379005.1	Stress / membrane / uncharacterized	Novel/uncertain candidate
GF_00387	0.6668877099911583	0.6668877099911583	0.6668877099911583	1.0	True	0.8076923076923077	0.8076923076923077	False	1	False	False	4	4	0.5151515151515151	0.4960127591706539	118.0			False	YifB family Mg chelatase-like AAA ATPase		CRI9333_RS00705	78	78	GCF_000317495.1;GCF_000317515.1;GCF_001854205.2;GCF_000021805.1;GCF_001767235.1;GCF_013393945.1;GCF_040564635.1;GCF_020091585.1;GCF_021379005.1;GCF_019891175.1	GCF_000317495.1;GCF_000317515.1;GCF_001854205.2;GCF_000021805.1;GCF_001767235.1;GCF_013393945.1;GCF_040564635.1;GCF_020091585.1;GCF_021379005.1;GCF_019891175.1	Other / unassigned	Novel/uncertain candidate
GF_02230	0.526397133724402	0.526397133724402	0.526397133724402	1.0	True	0.6867469879518072	0.6867469879518072	False	1	False	False	4	4	0.5143540669856459	0.4465709728867624	170.0			False	carbon dioxide-concentrating mechanism protein CcmK		SLP02_RS19460	83	83	GCF_963665995.1;GCF_000317675.1;GCF_001693255.1;GCF_002813895.1;GCF_001693295.1;GCF_036345015.1;GCF_001548115.1;GCF_000316605.1;GCF_001693275.1;GCF_001548095.1	GCF_963665995.1;GCF_000317675.1;GCF_001693255.1;GCF_002813895.1;GCF_001693295.1;GCF_036345015.1;GCF_001548115.1;GCF_000316605.1;GCF_001693275.1;GCF_001548095.1	Other / unassigned	Novel/uncertain candidate
GF_01822	0.6047852698669635	0.6047852698669635	0.6047852698669635	1.0	True	0.7924528301886793	0.7924528301886793	False	1	False	False	4	4	0.5127591706539075	0.5103668261562999	233.0			False	aspartate carbamoyltransferase catalytic subunit		ACF3DW_RS14160	53	53	GCF_043099305.1;GCF_043099315.1;GCF_048568275.1;GCF_000204075.1;GCF_048568235.1;GCF_009498015.1;GCF_009856605.1;GCF_000009705.1;GCF_042465725.1;GCF_022701275.1	GCF_043099305.1;GCF_043099315.1;GCF_048568275.1;GCF_000204075.1;GCF_048568235.1;GCF_009498015.1;GCF_009856605.1;GCF_000009705.1;GCF_042465725.1;GCF_022701275.1	Other / unassigned	Novel/uncertain candidate
GF_00331	0.677627821695873	0.677627821695873	0.677627821695873	1.0	True	0.7766990291262136	0.7766990291262136	False	1	False	False	4	4	0.511164274322169	0.5382775119617225	119.0			False	aminodeoxychorismate/anthranilate synthase component II		GEI7407_RS08540	103	103	GCF_000317045.1;GCF_002142475.1;GCF_032620035.1;GCF_002368255.1;GCF_047649235.1;GCF_022372495.1;GCF_001548435.1;GCF_002142495.1;GCF_032598965.1;GCF_016446395.1	GCF_000317045.1;GCF_002142475.1;GCF_032620035.1;GCF_002368255.1;GCF_047649235.1;GCF_022372495.1;GCF_001548435.1;GCF_002142495.1;GCF_032598965.1;GCF_016446395.1	Other / unassigned	Novel/uncertain candidate
GF_01487	0.5659340659340659	0.5659340659340659	0.5659340659340659	1.0	True	0.6428571428571429	0.6428571428571429	False	1	False	False	4	4	0.511164274322169	0.39074960127591707	72.0			False	S-methyl-5'-thioadenosine phosphorylase		NG743_RS05500	140	140	GCF_024584745.1;GCF_002368395.1;GCF_008121535.1;GCF_000317555.1;GCF_000312705.1;GCF_012516395.1;GCF_001277295.1;GCF_049200465.1;GCF_000009705.1;GCF_000317695.1	GCF_024584745.1;GCF_002368395.1;GCF_008121535.1;GCF_000317555.1;GCF_000312705.1;GCF_012516395.1;GCF_001277295.1;GCF_049200465.1;GCF_000009705.1;GCF_000317695.1	Other / unassigned	Novel/uncertain candidate
GF_00958	0.3779091416868367	0.3779091416868367	0.3779091416868367	1.0	True	0.4083969465648855	0.4083969465648855	False	1	False	False	4	4	0.511164274322169	0.6108452950558214	165.0			False	50S ribosomal protein L14		HCG48_RS06050	262	262	GCF_012295525.1;GCF_003967015.1;GCF_000317065.1;GCF_051131155.1;GCF_030323025.1;GCF_027942295.1;GCF_029910235.1;GCF_001746915.2;GCF_000817325.1;GCF_003957805.1	GCF_012295525.1;GCF_003967015.1;GCF_000317065.1;GCF_051131155.1;GCF_030323025.1;GCF_027942295.1;GCF_029910235.1;GCF_001746915.2;GCF_000817325.1;GCF_003957805.1	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)
GF_00155	0.4964852902889872	0.4964852902889872	0.4964852902889872	1.0	True	0.6521739130434783	0.6521739130434783	False	1	False	False	4	4	0.5079744816586922	0.47767145135566186	141.0			False	photosystem II reaction center X protein		NSTC731_RS04405	92	92	GCF_000196515.1;GCF_050563455.1;GCF_038096175.1;GCF_000009705.1;GCF_000284215.1;GCF_002896875.1;GCF_038050375.1;GCF_000010625.1;GCF_000340785.1;GCF_046846445.1	GCF_000196515.1;GCF_050563455.1;GCF_038096175.1;GCF_000009705.1;GCF_000284215.1;GCF_002896875.1;GCF_038050375.1;GCF_000010625.1;GCF_000340785.1;GCF_046846445.1	Housekeeping / lineage marker	Housekeeping marker (not a transplant candidate)
GF_00814	0.1791573071948811	0.1791573071948811	0.1791573071948811	1.0	True	0.3373493975903614	0.3373493975903614	False	1	False	False	4	4	0.507177033492823	0.5159489633173844	178.0			False	NifU family protein		SGL_RS17210	249	249	GCF_003015225.1;GCF_000284455.1;GCF_001318385.1;GCF_000012505.1;GCF_000270265.1;GCF_000284135.1;GCF_000284215.1;GCF_000340785.1;GCF_018845095.1;GCF_040371545.1	GCF_003015225.1;GCF_000284455.1;GCF_001318385.1;GCF_000012505.1;GCF_000270265.1;GCF_000284135.1;GCF_000284215.1;GCF_000340785.1;GCF_018845095.1;GCF_040371545.1	Nitrogenase / nif machinery	Novel/uncertain candidate
GF_00972	0.7536127167630058	0.7536127167630058	0.7536127167630058	1.0	True	0.875	0.875	False	1	False	False	4	4	0.5055821371610845	0.45055821371610844	23.0			False	peroxiredoxin		FBB35_RS15405	80	80	GCF_013343235.1;GCF_048568275.1;GCF_043099735.1;GCF_002368395.1;GCF_012516395.1;GCF_001277295.1;GCF_009856605.1;GCF_009498015.1;GCF_022376295.1;GCF_000009705.1	GCF_013343235.1;GCF_048568275.1;GCF_043099735.1;GCF_002368395.1;GCF_012516395.1;GCF_001277295.1;GCF_009856605.1;GCF_009498015.1;GCF_022376295.1;GCF_000009705.1	O2 protection & redox homeostasis	FOX-consistent support function (plausible rediscovery)
GF_01856	0.541898515378969	0.541898515378969	0.541898515378969	1.0	True	0.6050955414012739	0.6050955414012739	False	1	False	False	4	4	0.5035885167464115	0.5510366826156299	247.0			False	lipoyl synthase		ACF3DW_RS02170	157	157	GCF_043099315.1;GCF_026222535.1;GCF_904830845.1;GCF_023546805.1;GCF_001854205.2;GCF_001548455.1;GCF_002813575.1;GCF_022701255.1;GCF_048820285.1;GCF_000317555.1	GCF_043099315.1;GCF_026222535.1;GCF_904830845.1;GCF_023546805.1;GCF_001854205.2;GCF_001548455.1;GCF_002813575.1;GCF_022701255.1;GCF_048820285.1;GCF_000317555.1	Other / unassigned	Novel/uncertain candidate
GF_00811	0.2502986857825567	0.2502986857825567	0.2502986857825567	1.0	True	0.4814814814814814	0.4814814814814814	False	1	False	False	4	4	0.5035885167464115	0.46411483253588515	115.0			False	UPF0175 family protein		NLP_RS06770	54	54	GCF_002949795.1;GCF_009873495.1;GCF_002813575.1;GCF_000312705.1;GCF_001277295.1;GCF_000316625.1;GCF_013393925.1;GCF_043099725.1;GCF_019976755.1;GCF_012516395.1	GCF_002949795.1;GCF_009873495.1;GCF_002813575.1;GCF_000312705.1;GCF_001277295.1;GCF_000316625.1;GCF_013393925.1;GCF_043099725.1;GCF_019976755.1;GCF_012516395.1	Other / unassigned	Novel/uncertain candidate
GF_00002	0.761310972560264	0.761310972560264	0.761310972560264	1.0	True	0.8651685393258427	0.8651685393258427	False	1	False	False	4	4	0.5023923444976076	0.4059011164274322	16.0			False	NIL domain-containing protein		ACN23B_RS02840	89	89	GCF_000009705.1;GCF_000196515.1;GCF_003054475.1;GCF_002813575.1;GCF_022376295.1;GCF_002368455.1;GCF_009498015.1;GCF_032620035.1;GCF_002896875.1;GCF_013393905.1	GCF_000009705.1;GCF_000196515.1;GCF_003054475.1;GCF_002813575.1;GCF_022376295.1;GCF_002368455.1;GCF_009498015.1;GCF_032620035.1;GCF_002896875.1;GCF_013393905.1	Other / unassigned	Novel/uncertain candidate
GF_00324	0.6893192059432468	0.6893192059432468	0.6893192059432468	1.0	True	0.8405797101449275	0.8405797101449275	False	1	False	False	4	4	0.5011961722488039	0.481658692185008	73.0			False	ATP-dependent sacrificial sulfur transferase LarE		PLE7327_RS18050	69	69	GCF_000317025.1;GCF_000316645.1;GCF_000317695.1;GCF_019976755.1;GCF_001548455.1;GCF_022376295.1;GCF_002813575.1;GCF_000317125.1;GCF_011769525.1;GCF_023546805.1	GCF_000317025.1;GCF_000316645.1;GCF_000317695.1;GCF_019976755.1;GCF_001548455.1;GCF_022376295.1;GCF_002813575.1;GCF_000317125.1;GCF_011769525.1;GCF_023546805.1	Regulation	Novel/uncertain candidate
GF_00471	0.620504562533548	0.620504562533548	0.620504562533548	1.0	True	0.7654320987654321	0.7654320987654321	False	1	False	False	4	4	0.5011961722488039	0.4984051036682616	230.0			False	NUDIX hydrolase		IJ00_RS12160	81	81	GCF_000734895.2;GCF_043099735.1;GCF_013393925.1;GCF_000196515.1;GCF_038096175.1;GCF_904830855.1;GCF_013343235.1;GCF_048568235.1;GCF_002368455.1;GCF_022063185.1	GCF_000734895.2;GCF_043099735.1;GCF_013393925.1;GCF_000196515.1;GCF_038096175.1;GCF_904830855.1;GCF_013343235.1;GCF_048568235.1;GCF_002368455.1;GCF_022063185.1	Other / unassigned	Novel/uncertain candidate
GF_00732	0.7424584004294149	0.7424584004294149	0.7424584004294149	1.0	True	0.8641975308641975	0.8641975308641975	False	1	False	False	4	4	0.4996012759170654	0.41068580542264754	26.0			False	class I fructose-bisphosphate aldolase		CDC37_RS02810	81	81	GCF_002368395.1;GCF_043099305.1;GCF_038050375.1;GCF_049315035.1;GCF_000317695.1;GCF_047275885.1;GCF_000196515.1;GCF_019056575.1;GCF_000316575.1;GCF_025677855.1	GCF_002368395.1;GCF_043099305.1;GCF_038050375.1;GCF_049315035.1;GCF_000317695.1;GCF_047275885.1;GCF_000196515.1;GCF_019056575.1;GCF_000316575.1;GCF_025677855.1	Carbon metabolism & NAD(P)H supply	Novel/uncertain candidate
GF_00415	0.4618987569807242	0.4618987569807242	0.4618987569807242	1.0	True	0.5274725274725275	0.5274725274725275	False	1	False	False	4	4	0.4988038277511961	0.4824561403508772	188.0			False	GDP-mannose 4%2C6-dehydratase		GLO7428_RS13400	182	182	GCF_000317555.1;GCF_032163395.1;GCF_017164015.1;GCF_023546805.1;GCF_009372195.1;GCF_000317125.1;GCF_052692665.1;GCF_002368175.1;GCF_002368455.1;GCF_002896875.1	GCF_000317555.1;GCF_032163395.1;GCF_017164015.1;GCF_023546805.1;GCF_009372195.1;GCF_000317125.1;GCF_052692665.1;GCF_002368175.1;GCF_002368455.1;GCF_002896875.1	Other / unassigned	Novel/uncertain candidate
GF_02110	0.7141608391608392	0.7141608391608392	0.7141608391608392	1.0	True	0.8295454545454546	0.8295454545454546	False	1	False	False	4	4	0.4972089314194577	0.47129186602870815	65.0			False	GTP cyclohydrolase I FolE		ACQFX9_RS17485	88	88	GCF_050235535.1;GCF_047275885.1;GCF_028623165.1;GCF_019976755.1;GCF_000734895.2;GCF_002896875.1;GCF_048568235.1;GCF_013393945.1;GCF_048568275.1;GCF_009498015.1	GCF_050235535.1;GCF_047275885.1;GCF_028623165.1;GCF_019976755.1;GCF_000734895.2;GCF_002896875.1;GCF_048568235.1;GCF_013393945.1;GCF_048568275.1;GCF_009498015.1	Other / unassigned	Novel/uncertain candidate
GF_00777	0.533152689337488	0.533152689337488	0.533152689337488	1.0	True	0.6446280991735537	0.6446280991735537	False	1	False	False	4	4	0.4952153110047847	0.42503987240829344	101.0			False	3-oxoacyl-[acyl-carrier-protein] reductase		CLI64_RS05685	121	121	GCF_002896875.1;GCF_048568275.1;GCF_048568235.1;GCF_000316645.1;GCF_022063185.1;GCF_009856605.1;GCF_050235535.1;GCF_009498015.1;GCF_019976755.1;GCF_000204075.1	GCF_002896875.1;GCF_048568275.1;GCF_048568235.1;GCF_000316645.1;GCF_022063185.1;GCF_009856605.1;GCF_050235535.1;GCF_009498015.1;GCF_019976755.1;GCF_000204075.1	Other / unassigned	Novel/uncertain candidate
