assembly_accession,nifK_best_ref,nifD_present,nifH_best_ref,nifHDK_core_call,nifH_best_evalue,scaffold_n50,checkm_completeness,coverage,checkm_contamination,nifD_best_ref,nifH_present,download_ok,number_of_scaffolds,derived_from_metagenome,nifK_best_evalue,assembly_level,genome_notes,gc_percent,total_ungapped_length,organism_name,nifK_present,annotation_date,number_of_contigs,contig_n50,annotation_fails_MAG_check,nifD_best_evalue,annotation_name,best_hit_ids
GCF_904830915.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.600e-52,4750937,,113,,nifD-local_aln_i2.1_12182023,1,1,2,0,9.700e-07,Complete Genome,,39.5,4903948,"{'infraspecific_names': {'strain': 'PCC7805'}, 'organism_name': 'Planktothrix agardhii', 'tax_id': 1160}",1,,2,4750937,0,1.600e-10,GCF_904830915.1-RS_2025_07_18,H=WP_026789169.1;D=WP_227365020.1;K=WP_227365020.1
GCF_904830775.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.300e-52,4724555,,455,,nifD-local_aln_i2.1_12182023,1,1,3,0,9.700e-07,Complete Genome,,39.5,4794075,"{'infraspecific_names': {'strain': 'No.2A'}, 'organism_name': 'Planktothrix agardhii', 'tax_id': 1160}",1,,3,4724555,0,1.600e-10,GCF_904830775.1-RS_2025_07_18,H=WP_227350274.1;D=WP_227365020.1;K=WP_227365020.1
GCF_023983615.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,3.200e-148,4747469,,170,,nifD-local_aln_i2.1_12182023,1,1,2,0,4.100e-181,Complete Genome,,51.5,4799068,"{'infraspecific_names': {'strain': 'AB48'}, 'organism_name': 'Phormidium yuhuli AB48', 'tax_id': 2940671}",1,,2,4747469,0,2.400e-215,GCF_023983615.1-RS_2025_09_12,H=WP_252662525.1;D=WP_252662528.1;K=WP_252662529.1
GCF_023734775.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.700e-162,6802717,,50,,nifD-local_aln_i2.1_12182023,1,1,5,0,5.400e-244,Complete Genome,,41.5,7408262,"{'infraspecific_names': {'strain': 'SO-36'}, 'organism_name': 'Nostoc cf. commune SO-36', 'tax_id': 449208}",1,,5,6802717,0,5.300e-240,GCF_023734775.1-RS_2026_01_02,H=WP_251959842.1;D=WP_251959843.1;K=WP_251959875.1
GCF_023650955.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,1.600e-51,2705963,,2708,,nifD-local_aln_i2.1_12182023,1,1,1,0,9.300e-05,Complete Genome,,53,2705963,"{'infraspecific_names': {'strain': 'HN-54'}, 'organism_name': 'Thermosynechococcus sp. HN-54', 'tax_id': 2933959}",0,,1,2705963,0,4.500e-11,GCF_023650955.1-RS_2024_11_06,H=WP_250681680.1;D=WP_250682442.1;K=WP_250682442.1
GCF_023546805.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.300e-163,6353536,,100,,nifD-local_aln_i2.1_12182023,1,1,3,0,5.300e-249,Complete Genome,,44.5,6955760,"{'infraspecific_names': {'strain': 'CCNUC1'}, 'organism_name': 'Chroococcidiopsis sp. CCNUC1', 'tax_id': 2653189}",1,,3,6353536,0,1.800e-255,GCF_023546805.1-RS_2024_08_27,H=WP_015156515.1;D=WP_250013593.1;K=WP_250013591.1
GCF_023115425.1,nifK-local_aln_i2.1_12182023,0,nifH-local_aln_i2.1_12182023,0,2.600e-52,2404104,,32.61,,nifD-local_aln_i2.1_12182023,1,1,1,0,2.700e-03,Complete Genome,,62,2404104,"{'infraspecific_names': {'strain': 'A10-1-5-1'}, 'organism_name': 'Synechococcus sp. A10-1-5-1', 'tax_id': 2936507}",0,,1,2404104,0,4.400e-03,GCF_023115425.1-RS_2024_08_25,H=WP_247910736.1;D=WP_247910735.1;K=WP_247910735.1
GCF_023078835.1,nifK-local_aln_i2.1_12182023,0,nifH-local_aln_i2.1_12182023,0,2.100e-52,2410448,,25,,nifD-local_aln_i2.1_12182023,1,1,1,0,9.900e-03,Complete Genome,,63,2410448,"{'infraspecific_names': {'strain': 'NB0720_010'}, 'organism_name': 'Synechococcus sp. NB0720_010', 'tax_id': 2907159}",0,,1,2410448,0,1.300e-03,GCF_023078835.1-RS_2024_08_25,H=WP_010316575.1;D=WP_247477845.1;K=WP_247477845.1
GCF_022984195.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,5.300e-51,2695389,,900,,nifD-local_aln_i2.1_12182023,1,1,3,0,7.900e-07,Complete Genome,,55.5,2749599,"{'infraspecific_names': {'strain': 'PCC 6301'}, 'organism_name': 'Synechococcus elongatus PCC 6301', 'tax_id': 269084}",1,,3,2695389,0,1.100e-11,GCF_022984195.1-RS_2025_04_10,H=WP_011242451.1;D=WP_011244566.1;K=WP_011244566.1
GCF_022869765.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,1.200e-52,3569929,,30,,nifD-local_aln_i2.1_12182023,1,1,1,0,7.200e-05,Complete Genome,,47.5,3569929,"{'infraspecific_names': {'strain': 'PCC 6803 substr. GT-T'}, 'organism_name': 'Synechocystis sp. PCC 6803', 'tax_id': 1148}",0,,1,3569929,0,1.000e-11,GCF_022869765.1-RS_2024_07_21,H=WP_041426077.1;D=WP_010873342.1;K=WP_010873342.1
GCF_022701275.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,9.800e-52,6698371,,116,,nifD-local_aln_i2.1_12182023,1,1,1,0,3.800e-07,Complete Genome,,46,6698371,"{'infraspecific_names': {'strain': 'PCC9802'}, 'organism_name': 'Microcoleus vaginatus PCC 9802', 'tax_id': 669365}",1,,1,6698371,0,1.300e-12,GCF_022701275.1-RS_2025_09_13,H=WP_006634709.1;D=WP_006634739.1;K=WP_006634739.1
GCF_022701255.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,9.800e-52,6756317,,115,,nifD-local_aln_i2.1_12182023,1,1,1,0,4.000e-04,Complete Genome,,46,6756317,"{'infraspecific_names': {'strain': 'HSN003'}, 'organism_name': 'Microcoleus vaginatus HSN003', 'tax_id': 2303329}",0,,1,6756317,0,1.100e-12,GCF_022701255.1-RS_2025_09_13,H=WP_006634709.1;D=WP_242723164.1;K=WP_242723164.1
GCF_022376295.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,3.600e-163,5451672,,77,,nifD-local_aln_i2.1_12182023,1,1,1,0,6.600e-245,Complete Genome,,41.5,5451672,"{'infraspecific_names': {'strain': 'UHCC 0038'}, 'organism_name': 'Nodularia sphaerocarpa UHCC 0038', 'tax_id': 2761619}",1,,1,5451672,0,3.700e-259,GCF_022376295.1-RS_2025_03_28,H=WP_239729388.1;D=WP_239729387.1;K=WP_239729386.1
GCF_022372495.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,5.400e-162,6249019,,390,,nifD-local_aln_i2.1_12182023,1,1,4,0,4.500e-246,Complete Genome,,47,7227162,"{'infraspecific_names': {'strain': 'IU 594'}, 'organism_name': 'Leptolyngbya boryana IU 594', 'tax_id': 462680}",1,,4,6249019,0,1.100e-253,GCF_022372495.1-RS_2025_12_04,H=WP_017289029.1;D=WP_017289030.1;K=WP_017289031.1
GCA_022206215.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,2.600e-99,3162419,,100,,nifD-local_aln_i2.1_12182023,1,1,1,0,4.400e-239,Complete Genome,,52,3162419,"{'infraspecific_names': {'strain': 'VI4D9'}, 'organism_name': 'Gloeomargaritales cyanobacterium VI4D9', 'tax_id': 2898145}",1,,1,3162419,0,8.800e-254,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=WAS06509.1;D=WAS06507.1;K=WAS06506.1
GCF_022063185.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.200e-162,6421060,,94.5,,nifD-local_aln_i2.1_12182023,1,1,12,0,2.000e-256,Complete Genome,,41,7172241,"{'infraspecific_names': {'strain': 'UHCC 0870'}, 'organism_name': 'Nostoc sp. UHCC 0870', 'tax_id': 2914041}",1,,12,6421060,0,1.300e-257,GCF_022063185.1-RS_2025_08_25,H=WP_190700437.1;D=WP_237988466.1;K=WP_237988467.1
GCA_927797885.1,,,,0,,3162419,,100,,,,0,1,0,,Complete Genome,,52,3162419,"{'infraspecific_names': {'isolate': 'Thaho_VI4D9'}, 'organism_name': 'Gloeomargaritales cyanobacterium VI4D9', 'tax_id': 2898145}",,,1,3162419,0,,,H=;D=;K=
GCF_021650815.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.000e-162,3808183,,500,,nifD-local_aln_i2.1_12182023,1,1,1,0,3.900e-249,Complete Genome,,40,3808183,"{'infraspecific_names': {'strain': 'KLL07'}, 'organism_name': 'Cylindrospermopsis raciborskii KLL07', 'tax_id': 683357}",1,,1,3808183,0,9.900e-257,GCF_021650815.1-RS_2024_08_13,H=WP_057177533.1;D=WP_115538753.1;K=WP_006278576.1
GCF_003367075.2,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.000e-162,3757845,,826,,nifD-local_aln_i2.1_12182023,1,1,1,0,3.900e-249,Complete Genome,,40,3757845,"{'infraspecific_names': {'strain': 'Cr2010'}, 'organism_name': 'Cylindrospermopsis raciborskii Cr2010', 'tax_id': 2108055}",1,,1,3757845,0,9.900e-257,GCF_003367075.2-RS_2025_12_12,H=WP_057177533.1;D=WP_115538753.1;K=WP_006278576.1
GCF_021497025.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,2.200e-52,5699248,,35,,nifD-local_aln_i2.1_12182023,1,1,11,0,1.500e-07,Complete Genome,,46.5,7254703,"{'infraspecific_names': {'strain': 'Moss Beach'}, 'organism_name': ""Acaryochloris sp. 'Moss Beach'"", 'tax_id': 2740837}",1,,11,5699248,0,3.000e-13,GCF_021497025.1-RS_2024_11_06,H=WP_212662559.1;D=WP_212662626.1;K=WP_212662626.1
GCF_021379005.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.300e-163,5348817,,343,,nifD-local_aln_i2.1_12182023,1,1,1,0,7.700e-241,Complete Genome,,50.5,5348817,"{'infraspecific_names': {'strain': 'A121'}, 'organism_name': 'Leptodesmis sichuanensis A121', 'tax_id': 2835870}",1,,1,5348817,0,3.400e-250,GCF_021379005.1-RS_2025_11_20,H=WP_233745105.1;D=WP_233745106.1;K=WP_233745107.1
GCF_021172085.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,5.200e-54,5103104,,430.11,,nifD-local_aln_i2.1_12182023,1,1,1,0,1.100e-03,Complete Genome,,42,5103104,"{'infraspecific_names': {'strain': 'DIANCHI905'}, 'organism_name': 'Microcystis aeruginosa FACHB-905 = DIANCHI905', 'tax_id': 267865}",0,,1,5103104,0,1.100e-09,GCF_021172085.1-RS_2025_03_19,H=WP_002735653.1;D=WP_002746000.1;K=WP_002746000.1
GCF_021018745.1,nifK-local_aln_i2.1_12182023,0,nifH-local_aln_i2.1_12182023,0,5.800e-49,4921229,,422,,nifD-local_aln_i2.1_12182023,1,1,3,0,4.000e-09,Complete Genome,,61.5,5102396,"{'infraspecific_names': {'isolate': 'MG652769'}, 'organism_name': 'Gloeobacter morelensis MG652769', 'tax_id': 2781736}",1,,3,4921229,0,1.700e-05,GCF_021018745.1-RS_2025_03_08,H=WP_230840094.1;D=WP_230843386.1;K=WP_230843386.1
GCA_020905635.1,,,,0,,5868528,,3,,,,0,1,0,,Complete Genome,,42.5,5868528,"{'infraspecific_names': {'isolate': 'NIBR18'}, 'organism_name': 'Microcystis aeruginosa NIBR18', 'tax_id': 2894165}",,,1,5868528,0,,,H=;D=;K=
GCF_020885515.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,8.900e-155,1491611,,1400,,nifD-local_aln_i2.1_12182023,1,1,1,0,2.200e-236,Complete Genome,,31,1491611,"{'infraspecific_names': {'isolate': 'CPSB-1'}, 'organism_name': 'cyanobacterium endosymbiont of Braarudosphaera bigelowii', 'tax_id': 1285375}",1,,1,1491611,0,7.100e-253,GCF_020885515.1-RS_2025_07_20,H=WP_040054948.1;D=WP_229636966.1;K=WP_229636967.1
GCA_020386575.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.700e-148,5000054,,600,,nifD-local_aln_i2.1_12182023,1,1,1,0,3.500e-182,Complete Genome,,51.5,5000054,"{'infraspecific_names': {'isolate': 'PBR-2020'}, 'organism_name': 'Phormidium sp. PBR-2020', 'tax_id': 2839084}",1,,1,5000054,0,2.800e-217,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=UCJ11094.1;D=UCJ14425.1;K=UCJ14424.1
GCF_020091585.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,5.700e-52,7298027,,120,,nifD-local_aln_i2.1_12182023,1,1,3,0,1.200e-07,Complete Genome,,49.5,8564336,"{'infraspecific_names': {'strain': 'CCNU0001'}, 'organism_name': 'Kovacikia minuta CCNUW1', 'tax_id': 2653194}",1,,3,7298027,0,1.300e-11,GCF_020091585.1-RS_2025_11_20,H=WP_224339908.1;D=WP_224342107.1;K=WP_224342107.1
GCF_019977735.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,7.400e-159,11423121,,35,,nifD-local_aln_i2.1_12182023,1,1,10,0,4.600e-210,Complete Genome,,38.5,12367066,"{'infraspecific_names': {'strain': 'PCC 7716'}, 'organism_name': 'Calothrix sp. PCC 7716', 'tax_id': 2853227}",1,,10,11423121,0,3.900e-240,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=WP_224178908.1;D=WP_224174173.1;K=WP_224174202.1
GCF_019976755.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,4.400e-164,7141037,,97,,nifD-local_aln_i2.1_12182023,1,1,6,0,3.200e-259,Complete Genome,,40.5,7901148,"{'infraspecific_names': {'strain': 'MS1'}, 'organism_name': 'Nostoc sp. MS1', 'tax_id': 2764711}",1,,6,7141037,0,4.400e-241,GCF_019976755.1-RS_2025_01_19,H=WP_224091592.1;D=WP_224091597.1;K=WP_224091626.1
GCF_019924095.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,1.100e-52,3741266,,50,,nifD-local_aln_i2.1_12182023,1,1,3,0,3.000e-04,Complete Genome,,47.5,3876863,"{'infraspecific_names': {'strain': 'PCC 7339'}, 'organism_name': 'Synechocystis sp. PCC 7339', 'tax_id': 2782213}",0,,3,3741266,0,2.700e-11,GCF_019924095.1-RS_2024_08_18,H=WP_212722074.1;D=WP_212721211.1;K=WP_212721211.1
GCF_019891175.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,2.200e-162,6426061,,260,,nifD-local_aln_i2.1_12182023,1,1,1,0,6.600e-245,Complete Genome,,51,6426061,"{'infraspecific_names': {'strain': 'E412'}, 'organism_name': 'Leptothermofonsia sichuanensis E412', 'tax_id': 2016068}",1,,1,6426061,0,3.500e-256,GCF_019891175.1-RS_2025_11_20,H=WP_225938108.1;D=WP_223045959.1;K=WP_223045958.1
GCF_019704275.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,8.500e-54,5478552,,87,,nifD-local_aln_i2.1_12182023,1,1,3,0,7.800e-04,Complete Genome,,42.5,5501105,"{'infraspecific_names': {'strain': 'NIES-88'}, 'organism_name': 'Microcystis aeruginosa', 'tax_id': 1126}",0,,3,5478552,0,7.500e-10,GCF_019704275.1-RS_2025_09_26,H=WP_002759152.1;D=WP_061430879.1;K=WP_061430879.1
GCF_019056575.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,4.200e-162,5729487,,100,,nifD-local_aln_i2.1_12182023,1,1,1,0,1.600e-252,Complete Genome,,39.5,5729487,"{'infraspecific_names': {'strain': 'FACHB 800'}, 'organism_name': 'Richelia sinica FACHB-800', 'tax_id': 1357546}",1,,1,5729487,0,7.700e-237,GCF_019056575.1-RS_2025_03_08,H=WP_190601103.1;D=WP_190605738.1;K=WP_190605728.1
GCF_018845095.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,1.200e-52,3571181,,1200,,nifD-local_aln_i2.1_12182023,1,1,7,0,7.200e-05,Complete Genome,,47.5,3947544,"{'infraspecific_names': {'strain': 'PCC 6803'}, 'organism_name': 'Synechocystis sp. PCC 6803', 'tax_id': 1148}",0,,7,3571181,0,1.000e-11,GCF_018845095.1-RS_2024_08_24,H=WP_041426077.1;D=WP_010873342.1;K=WP_010873342.1
GCF_018399015.1,nifK-local_aln_i2.1_12182023,0,nifH-local_aln_i2.1_12182023,0,4.400e-52,3180296,,1928,,nifD-local_aln_i2.1_12182023,1,1,1,0,8.000e-04,Complete Genome,,68,3180296,"{'infraspecific_names': {'isolate': 'M30B3'}, 'organism_name': 'Cyanobium sp. M30B3', 'tax_id': 2831057}",0,,1,3180296,0,3.400e-03,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=WP_213204648.1;D=WP_213204650.1;K=WP_213204650.1
GCF_018389385.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.100e-49,4187797,,100,,nifD-local_aln_i2.1_12182023,1,1,1,0,2.000e-11,Complete Genome,,55.5,4187797,"{'infraspecific_names': {'strain': 'C109'}, 'organism_name': 'Anthocerotibacter panamensis C109', 'tax_id': 2778476}",1,,1,4187797,0,3.700e-07,GCF_018389385.1-RS_2025_11_20,H=WP_218080861.1;D=WP_218081591.1;K=WP_218081591.1
GCF_018336915.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,2.200e-52,5881945,,75,,nifD-local_aln_i2.1_12182023,1,1,7,0,1.500e-07,Complete Genome,,47,7112772,"{'infraspecific_names': {'strain': 'S15'}, 'organism_name': 'Acaryochloris marina S15', 'tax_id': 2762553}",1,,7,5881945,0,3.000e-13,GCF_018336915.1-RS_2024_11_06,H=WP_212662559.1;D=WP_212662626.1;K=WP_212662626.1
GCF_018282115.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,1.100e-52,3704690,,50,,nifD-local_aln_i2.1_12182023,1,1,4,0,3.000e-04,Complete Genome,,47.5,3832803,"{'infraspecific_names': {'strain': 'PCC 7338'}, 'organism_name': 'Synechocystis sp. PCC 7338', 'tax_id': 2732530}",0,,4,3704690,0,2.700e-11,GCF_018282115.1-RS_2024_08_25,H=WP_212722074.1;D=WP_212721211.1;K=WP_212721211.1
GCA_018141785.1,,,,0,,3839796,,300,,,,0,1,0,,Complete Genome,,44.5,3839796,"{'infraspecific_names': {'isolate': 'LD05'}, 'organism_name': 'Candidatus Paraprochloron terpiosi LD05', 'tax_id': 2829509}",,,1,3839796,0,,,H=;D=;K=
GCF_018139025.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,1.000e-162,3857174,,121,,nifD-local_aln_i2.1_12182023,1,1,1,0,3.900e-249,Complete Genome,,40,3857174,"{'infraspecific_names': {'strain': 'N8'}, 'organism_name': 'Cylindrospermopsis raciborskii N8', 'tax_id': 1524929}",1,,1,3857174,0,6.100e-257,GCF_018139025.1-RS_2025_04_10,H=WP_057177533.1;D=WP_057177532.1;K=WP_006278576.1
GCA_017355425.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,9.300e-83,5839262,,175,,nifD-local_aln_i2.1_12182023,1,1,2,0,3.400e-250,Complete Genome,,38,6040057,"{'infraspecific_names': {'isolate': 'DET69'}, 'organism_name': 'Dolichospermum sp. DET69', 'tax_id': 2529119}",1,,2,5839262,0,1.000e-236,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=QSX68381.1;D=QSX68373.1;K=QSX68356.1
GCA_017346875.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,2.900e-161,6071322,,166,,nifD-local_aln_i2.1_12182023,1,1,1,0,1.100e-249,Complete Genome,,38.5,6071322,"{'infraspecific_names': {'isolate': 'KM1D3_PB'}, 'organism_name': 'Aphanizomenon flos-aquae KM1D3_PB', 'tax_id': 2723857}",1,,1,6071322,0,3.800e-237,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=QSV74309.1;D=QSV70261.1;K=QSV70233.1
GCA_017346855.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,5.100e-83,4538078,,406,,nifD-local_aln_i2.1_12182023,1,1,1,0,5.400e-248,Complete Genome,,37,4538078,"{'infraspecific_names': {'isolate': 'DEX188'}, 'organism_name': 'Aphanizomenon flos-aquae DEX188', 'tax_id': 2717882}",1,,1,4538078,0,2.400e-237,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=QSV67144.1;D=QSV67151.1;K=QSV67173.1
GCA_017346835.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,7.800e-53,4827232,,375,,nifD-local_aln_i2.1_12182023,1,1,1,0,6.000e-249,Complete Genome,,38,4827232,"{'infraspecific_names': {'isolate': 'DL01'}, 'organism_name': 'Dolichospermum sp. DL01', 'tax_id': 2717871}",1,,1,4827232,0,6.600e-237,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=QSV62166.1;D=QSV61437.1;K=QSV61454.1
GCA_017346815.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,7.800e-53,5178591,,184,,nifD-local_aln_i2.1_12182023,1,1,1,0,3.900e-249,Complete Genome,,38,5178591,"{'infraspecific_names': {'isolate': 'LBC05a'}, 'organism_name': 'Dolichospermum sp. LBC05a', 'tax_id': 2717873}",1,,1,5178591,0,3.300e-237,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=QSV60570.1;D=QSV57545.1;K=QSV57566.1
GCA_017346795.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,7.800e-53,5294355,,246,,nifD-local_aln_i2.1_12182023,1,1,1,0,6.300e-249,Complete Genome,,38,5294355,"{'infraspecific_names': {'isolate': 'UKL201'}, 'organism_name': 'Dolichospermum sp. UKL201', 'tax_id': 2717876}",1,,1,5294355,0,3.300e-237,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=QSV56150.1;D=QSV53408.1;K=QSV53385.1
GCF_017164015.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,2.800e-161,8587404,,136,,nifD-local_aln_i2.1_12182023,1,1,1,0,6.800e-248,Complete Genome,,41.5,8587404,"{'infraspecific_names': {'strain': 'UHCC 0702'}, 'organism_name': 'Nostoc sp. UHCC 0702', 'tax_id': 2814655}",1,,1,8587404,0,7.000e-105,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=WP_206267712.1;D=WP_206265819.1;K=WP_206268701.1
GCF_017086385.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,4.900e-52,2658717,,274,,nifD-local_aln_i2.1_12182023,1,1,1,0,5.000e-05,Complete Genome,,53.5,2658717,"{'infraspecific_names': {'strain': 'TA-1'}, 'organism_name': 'Thermosynechococcus sp. TA-1', 'tax_id': 2813673}",0,,1,2658717,0,6.200e-10,GCF_017086385.1-RS_2024_11_06,H=WP_149819367.1;D=WP_206201585.1;K=WP_206201585.1
GCF_016919485.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,6.200e-161,5490383,,35,,nifD-local_aln_i2.1_12182023,1,1,1,0,2.500e-233,Complete Genome,,56.5,5490383,"{'infraspecific_names': {'strain': 'PKUAC-SCTB121'}, 'organism_name': 'Thermoleptolyngbya sp. PKUAC-SCTB121', 'tax_id': 2811482}",1,,1,5490383,0,1.300e-251,GCF_016919485.1-RS_2024_11_06,H=WP_172355833.1;D=WP_172355835.1;K=WP_205369601.1
GCF_016745315.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,1,6.000e-52,6763964,,191,,nifD-local_aln_i2.1_12182023,1,1,1,0,6.300e-07,Complete Genome,,44,6763964,"{'infraspecific_names': {'strain': 'PCC 9108'}, 'organism_name': 'Arthrospira sp. PCC 9108', 'tax_id': 147317}",1,,1,6763964,0,1.400e-09,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),H=WP_006616040.1;D=WP_006618246.1;K=WP_006618246.1
GCF_016446395.1,nifK-local_aln_i2.1_12182023,0,nifH-local_aln_i2.1_12182023,0,8.400e-52,6286783,,347,,,1,1,1,0,2.200e-02,Complete Genome,,49.5,6286783,"{'infraspecific_names': {'strain': 'ETS-05'}, 'organism_name': '[Phormidium] sp. ETS-05', 'tax_id': 222819}",0,,1,6286783,0,,GCF_016446395.1-RS_2024_09_22,H=WP_199247677.1;D=;K=WP_199247678.1
GCF_016403105.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,1.100e-52,4309234,,360,,nifD-local_aln_i2.1_12182023,1,1,6,0,1.300e-05,Complete Genome,,57.5,4710209,"{'infraspecific_names': {'strain': 'BL0902'}, 'organism_name': 'Leptolyngbya sp. BL0902', 'tax_id': 1115757}",0,,6,4309234,0,1.300e-08,GCF_016403105.1-RS_2025_01_08,H=WP_198806476.1;D=WP_198805431.1;K=WP_198805431.1
GCF_015841355.1,nifK-local_aln_i2.1_12182023,0,nifH-local_aln_i2.1_12182023,0,5.800e-53,3202093,,10,,nifD-local_aln_i2.1_12182023,1,1,1,0,7.100e-05,Complete Genome,,66.5,3202093,"{'infraspecific_names': {'strain': 'CBW1107'}, 'organism_name': 'Synechococcus sp. CBW1107', 'tax_id': 2789857}",0,,1,3202093,0,3.000e-04,GCF_015841355.1-RS_2024_08_17,H=WP_231594731.1;D=WP_197164226.1;K=WP_197164226.1
GCF_015840915.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,8.200e-53,3854122,,17.68,,nifD-local_aln_i2.1_12182023,1,1,1,0,7.300e-04,Complete Genome,,64.5,3854122,"{'infraspecific_names': {'strain': 'CBW1002'}, 'organism_name': 'Synechococcus sp. CBW1002', 'tax_id': 1353134}",0,,1,3854122,0,5.400e-07,GCF_015840915.1-RS_2024_08_17,H=WP_231598341.1;D=WP_370594839.1;K=WP_370594839.1
GCF_015840715.1,nifK-local_aln_i2.1_12182023,0,nifH-local_aln_i2.1_12182023,0,2.100e-52,3672318,,47.91,,nifD-local_aln_i2.1_12182023,1,1,1,0,4.100e-07,Complete Genome,,67,3672318,"{'infraspecific_names': {'strain': 'CBW1004'}, 'organism_name': 'Synechococcus sp. CBW1004', 'tax_id': 1353136}",1,,1,3672318,0,3.400e-05,GCF_015840715.1-RS_2024_08_16,H=WP_197211522.1;D=WP_197211521.1;K=WP_197211521.1
GCF_015840525.1,nifK-local_aln_i2.1_12182023,1,nifH-local_aln_i2.1_12182023,0,8.200e-53,3860130,,34.51,,nifD-local_aln_i2.1_12182023,1,1,1,0,7.100e-04,Complete Genome,,64.5,3860130,"{'infraspecific_names': {'strain': 'CBW1006'}, 'organism_name': 'Synechococcus sp. CBW1006', 'tax_id': 1353138}",0,,1,3860130,0,5.800e-07,GCF_015840525.1-RS_2024_08_17,H=WP_231598341.1;D=WP_370594721.1;K=WP_370594721.1
